onset	duration	trial_type	side
0.0	58.973	ShakaVulcanPeace	left
1.2335	0.5165	BAD_IK	left
1.8665	0.4335	BAD_IK	left
2.35	0.5	BAD_IK	left
5.767	0.15	BAD_IK	left
7.2505	0.1	BAD_IK	left
7.8005	1.2665	BAD_IK	left
9.1005	1.7335	BAD_IK	left
11.284	0.0165	BAD_IK	left
12.251	0.0165	BAD_IK	left
12.884	0.0335	BAD_IK	left
14.8845	0.0165	BAD_IK	left
15.5675	0.017	BAD_IK	left
16.101	0.417	BAD_IK	left
16.5845	0.35	BAD_IK	left
17.818	1.1665	BAD_IK	left
19.1345	0.15	BAD_IK	left
19.6515	0.2665	BAD_IK	left
19.9845	0.267	BAD_IK	left
20.3015	0.5335	BAD_IK	left
20.868	0.1835	BAD_IK	left
21.718	0.917	BAD_IK	left
22.885	0.4	BAD_IK	left
24.3685	0.55	BAD_IK	left
27.035	1.0005	BAD_IK	left
28.1855	0.283	BAD_IK	left
29.352	0.2665	BAD_IK	left
29.6685	1.6335	BAD_IK	left
38.252	1.6375	BAD_IK	left
44.5565	2.5665	BAD_IK	left
47.4565	0.9495	BAD_IK	left
51.7395	0.5	BAD_IK	left
54.923	0.017	BAD_IK	left
54.99	0.0665	BAD_IK	left
55.54	0.05	BAD_IK	left
55.9065	1.1165	BAD_IK	left
57.1065	0.15	BAD_IK	left
