onset	duration	trial_type	side
0.0	242.553	TwoHandedFreeStyle	right
0.0	4.05	BAD_IK	right
4.1	0.0335	BAD_IK	right
7.767	0.0335	BAD_IK	right
8.3005	0.0165	BAD_IK	right
11.4675	0.0835	BAD_IK	right
11.984	1.3	BAD_IK	right
13.9845	0.0165	BAD_IK	right
14.801	0.3665	BAD_IK	right
16.118	0.033	BAD_IK	right
17.418	0.5165	BAD_IK	right
19.8845	0.367	BAD_IK	right
20.3015	0.333	BAD_IK	right
25.485	0.367	BAD_IK	right
26.652	0.6	BAD_IK	right
27.4185	0.1165	BAD_IK	right
27.602	0.05	BAD_IK	right
27.9855	0.3	BAD_IK	right
28.3185	0.767	BAD_IK	right
29.3185	0.267	BAD_IK	right
29.6185	0.8835	BAD_IK	right
34.2445	0.3665	BAD_IK	right
38.0345	0.1165	BAD_IK	right
41.168	0.8165	BAD_IK	right
42.051	0.0335	BAD_IK	right
42.251	0.7665	BAD_IK	right
43.051	0.55	BAD_IK	right
43.8675	0.5005	BAD_IK	right
44.401	0.617	BAD_IK	right
45.0845	0.1	BAD_IK	right
45.601	1.4655	BAD_IK	right
47.183	0.117	BAD_IK	right
47.333	0.2	BAD_IK	right
47.6	0.0165	BAD_IK	right
47.75	0.033	BAD_IK	right
47.833	0.0835	BAD_IK	right
50.25	0.0165	BAD_IK	right
50.3	0.0665	BAD_IK	right
51.883	0.117	BAD_IK	right
52.033	0.017	BAD_IK	right
52.483	0.35	BAD_IK	right
52.8665	0.0165	BAD_IK	right
53.633	0.017	BAD_IK	right
54.25	0.0665	BAD_IK	right
55.1165	0.8	BAD_IK	right
56.55	0.151	BAD_IK	right
60.95	0.033	BAD_IK	right
61.033	0.05	BAD_IK	right
61.15	0.2665	BAD_IK	right
61.45	0.233	BAD_IK	right
61.7165	1.2165	BAD_IK	right
62.9665	0.15	BAD_IK	right
63.25	0.183	BAD_IK	right
63.883	1.217	BAD_IK	right
65.533	0.2835	BAD_IK	right
66.2165	0.05	BAD_IK	right
69.4665	0.0335	BAD_IK	right
69.9165	0.1165	BAD_IK	right
76.8	0.433	BAD_IK	right
77.3	0.0165	BAD_IK	right
77.3665	0.5165	BAD_IK	right
77.9165	1.6	BAD_IK	right
79.633	0.0335	BAD_IK	right
92.968	0.3165	BAD_IK	right
