onset	duration	trial_type	side
0.0	59.3165	FingerAbductionSeries	left
0.0	0.017	BAD_IK	left
5.017	1.1335	BAD_IK	left
6.2005	0.2165	BAD_IK	left
6.467	0.6335	BAD_IK	left
7.134	0.7165	BAD_IK	left
10.384	0.267	BAD_IK	left
11.3175	0.217	BAD_IK	left
11.8845	2.35	BAD_IK	left
14.268	0.0665	BAD_IK	left
14.901	0.5335	BAD_IK	left
16.0015	0.1	BAD_IK	left
16.2015	0.3665	BAD_IK	left
16.8515	0.05	BAD_IK	left
17.0845	0.05	BAD_IK	left
17.618	4.397	BAD_IK	left
26.182	4.2505	BAD_IK	left
35.691	2.039	BAD_IK	left
38.53	0.15	BAD_IK	left
40.1495	0.05	BAD_IK	left
40.816	2.017	BAD_IK	left
43.4825	2.6335	BAD_IK	left
52.6995	2.7165	BAD_IK	left
55.4375	0.004	BAD_IK	left
