filename	acq_time	duration	stage	side	source_file
emg/sub-79_ses-04_task-emg2pose_run-01_recording-left_emg.bdf	n/a	71.367	TwoHandedFreeStyle	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-02_recording-right_emg.bdf	n/a	71.375	TwoHandedFreeStyle	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-03_recording-right_emg.bdf	n/a	45.0255	unconstrained	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-04_recording-left_emg.bdf	n/a	45.0255	IndexPinchesMiddlePinchesThumbswipes	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-05_recording-right_emg.bdf	n/a	46.9445	IndexPinchesMiddlePinchesThumbswipes	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-06_recording-left_emg.bdf	n/a	46.9485	unconstrained	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-07_recording-right_emg.bdf	n/a	44.8325	unconstrained	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-08_recording-left_emg.bdf	n/a	44.8365	DoorknobFingerGraspFistGrab	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-09_recording-right_emg.bdf	n/a	44.8245	DoorknobFingerGraspFistGrab	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-10_recording-left_emg.bdf	n/a	44.8285	unconstrained	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-5_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-11_recording-right_emg.bdf	n/a	44.521	unconstrained	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-6_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-12_recording-left_emg.bdf	n/a	44.525	FastPongFronthandBackhandThrowing	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-6_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-13_recording-right_emg.bdf	n/a	44.8405	FastPongFronthandBackhandThrowing	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-7_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-14_recording-left_emg.bdf	n/a	44.8485	unconstrained	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-7_left.hdf5
emg/sub-79_ses-04_task-emg2pose_run-15_recording-right_emg.bdf	n/a	60.0965	HandDeskSeparateClaspedChest	right	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-8_right.hdf5
emg/sub-79_ses-04_task-emg2pose_run-16_recording-left_emg.bdf	n/a	60.0925	HandDeskSeparateClaspedChest	left	2022-07-26-1658822400-e55e7-cv-emg-pose-demonstration@2-recording-8_left.hdf5
