onset	duration	trial_type	side
0.0	46.0005	unconstrained	right
8.6175	0.1665	BAD_IK	right
12.151	0.15	BAD_IK	right
14.101	0.0335	BAD_IK	right
14.1845	0.0165	BAD_IK	right
14.251	0.1835	BAD_IK	right
15.4845	0.0665	BAD_IK	right
15.601	4.8005	BAD_IK	right
20.435	2.2335	BAD_IK	right
22.7015	0.7005	BAD_IK	right
24.302	0.033	BAD_IK	right
26.3355	0.033	BAD_IK	right
26.4185	0.067	BAD_IK	right
26.5685	0.0335	BAD_IK	right
27.152	0.0335	BAD_IK	right
27.252	0.0165	BAD_IK	right
27.4685	0.217	BAD_IK	right
28.3355	0.05	BAD_IK	right
28.5355	0.4	BAD_IK	right
30.1355	0.267	BAD_IK	right
30.619	0.3	BAD_IK	right
33.748	1.133	BAD_IK	right
