onset	duration	trial_type	side
0.0	45.109	GraspPunchCloseFar	right
0.0	0.1165	BAD_IK	right
1.65	0.1835	BAD_IK	right
2.0335	0.1	BAD_IK	right
3.1	0.267	BAD_IK	right
3.55	0.0335	BAD_IK	right
4.8005	0.633	BAD_IK	right
6.4005	0.55	BAD_IK	right
8.184	0.3	BAD_IK	right
8.717	0.4335	BAD_IK	right
10.0505	0.867	BAD_IK	right
11.4175	0.4665	BAD_IK	right
13.284	0.6005	BAD_IK	right
13.9175	0.067	BAD_IK	right
14.8345	0.65	BAD_IK	right
16.551	0.4	BAD_IK	right
21.6515	0.3835	BAD_IK	right
22.385	0.05	BAD_IK	right
23.435	0.0835	BAD_IK	right
25.552	0.8	BAD_IK	right
27.152	0.133	BAD_IK	right
28.1355	0.5	BAD_IK	right
28.9185	0.267	BAD_IK	right
29.9855	0.1665	BAD_IK	right
31.402	0.0335	BAD_IK	right
31.469	0.083	BAD_IK	right
31.7355	0.667	BAD_IK	right
32.669	0.1325	BAD_IK	right
33.5015	0.25	BAD_IK	right
34.4845	1.9665	BAD_IK	right
37.2675	0.3835	BAD_IK	right
38.4675	1.2335	BAD_IK	right
39.8345	0.3335	BAD_IK	right
40.418	0.4	BAD_IK	right
41.201	0.1335	BAD_IK	right
41.5845	0.333	BAD_IK	right
42.1345	0.468	BAD_IK	right
42.7525	1.1335	BAD_IK	right
44.919	0.1905	BAD_IK	right
