onset	duration	trial_type	side
0.0	60.0765	IndividualFingerPointingSnap	left
0.0	0.017	BAD_IK	left
1.25	0.5	BAD_IK	left
4.067	5.084	BAD_IK	left
9.534	0.9	BAD_IK	left
10.634	0.217	BAD_IK	left
11.201	0.3	BAD_IK	left
12.001	0.2165	BAD_IK	left
15.2845	1.7835	BAD_IK	left
18.568	1.15	BAD_IK	left
19.785	0.4165	BAD_IK	left
21.8685	0.05	BAD_IK	left
23.5185	0.8	BAD_IK	left
24.4685	0.6	BAD_IK	left
25.4185	0.917	BAD_IK	left
27.8855	0.75	BAD_IK	left
29.1355	0.5335	BAD_IK	left
30.0855	0.317	BAD_IK	left
30.619	0.2335	BAD_IK	left
30.9025	0.083	BAD_IK	left
36.4065	2.3265	BAD_IK	left
43.85	0.033	BAD_IK	left
43.95	1.5	BAD_IK	left
45.65	0.6165	BAD_IK	left
47.75	1.25	BAD_IK	left
49.1	0.6835	BAD_IK	left
50.8835	2.2665	BAD_IK	left
54.901	0.5	BAD_IK	left
58.001	1.0835	BAD_IK	left
59.3675	0.267	BAD_IK	left
