onset	duration	trial_type	side
0.0	45.1515	OneHandedFreeStyle	right
10.867	0.0335	BAD_IK	right
11.3505	0.0835	BAD_IK	right
11.6175	0.0165	BAD_IK	right
13.484	0.0165	BAD_IK	right
14.0175	0.05	BAD_IK	right
14.9675	0.0165	BAD_IK	right
17.5345	0.033	BAD_IK	right
18.0345	0.1165	BAD_IK	right
18.4845	0.05	BAD_IK	right
18.6845	0.05	BAD_IK	right
19.001	0.167	BAD_IK	right
30.0185	0.0335	BAD_IK	right
31.602	0.05	BAD_IK	right
31.6855	0.033	BAD_IK	right
32.5355	0.0665	BAD_IK	right
33.9795	0.0165	BAD_IK	right
34.546	0.017	BAD_IK	right
37.0955	0.017	BAD_IK	right
37.579	0.0165	BAD_IK	right
38.0955	0.1	BAD_IK	right
42.079	0.0165	BAD_IK	right
