filename	acq_time	duration	stage	side	source_file
emg/sub-54_ses-03_task-emg2pose_run-01_recording-left_emg.bdf	n/a	63.393	ThumbsUpDownThumbRotationsCWCCWP	left	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-1_left.hdf5
emg/sub-54_ses-03_task-emg2pose_run-02_recording-right_emg.bdf	n/a	63.397	ThumbsUpDownThumbRotationsCWCCWP	right	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-1_right.hdf5
emg/sub-54_ses-03_task-emg2pose_run-03_recording-right_emg.bdf	n/a	59.4575	CountingUpDownFaceSideAway	right	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-2_right.hdf5
emg/sub-54_ses-03_task-emg2pose_run-04_recording-left_emg.bdf	n/a	59.4575	CountingUpDownFaceSideAway	left	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-2_left.hdf5
emg/sub-54_ses-03_task-emg2pose_run-05_recording-right_emg.bdf	n/a	58.8805	ThumbsSwipesWholeHand	right	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-3_right.hdf5
emg/sub-54_ses-03_task-emg2pose_run-06_recording-left_emg.bdf	n/a	58.8885	ThumbsSwipesWholeHand	left	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-3_left.hdf5
emg/sub-54_ses-03_task-emg2pose_run-07_recording-right_emg.bdf	n/a	59.3725	FingerWigglingSpreading	right	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-4_right.hdf5
emg/sub-54_ses-03_task-emg2pose_run-08_recording-left_emg.bdf	n/a	59.3775	FingerWigglingSpreading	left	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-4_left.hdf5
emg/sub-54_ses-03_task-emg2pose_run-09_recording-right_emg.bdf	n/a	58.237	FingerAbductionSeries	right	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-5_right.hdf5
emg/sub-54_ses-03_task-emg2pose_run-10_recording-left_emg.bdf	n/a	58.233	FingerAbductionSeries	left	2022-10-03-1664784000-9635b-cv-emg-pose-train@2-recording-5_left.hdf5
