filename	acq_time	duration	stage	side	source_file
emg/sub-184_ses-04_task-emg2pose_run-01_recording-left_emg.bdf	n/a	70.215	TwoHandedFreeStyle	left	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-184_ses-04_task-emg2pose_run-02_recording-right_emg.bdf	n/a	70.467	TwoHandedFreeStyle	right	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-184_ses-04_task-emg2pose_run-03_recording-right_emg.bdf	n/a	46.785	unconstrained	right	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-184_ses-04_task-emg2pose_run-04_recording-left_emg.bdf	n/a	46.777	IndexPinchesMiddlePinchesThumbswipes	left	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-184_ses-04_task-emg2pose_run-05_recording-right_emg.bdf	n/a	44.457	IndexPinchesMiddlePinchesThumbswipes	right	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-184_ses-04_task-emg2pose_run-06_recording-left_emg.bdf	n/a	44.453	unconstrained	left	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-184_ses-04_task-emg2pose_run-07_recording-right_emg.bdf	n/a	46.4395	unconstrained	right	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-184_ses-04_task-emg2pose_run-08_recording-left_emg.bdf	n/a	46.437	DoorknobFingerGraspFistGrab	left	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-184_ses-04_task-emg2pose_run-09_recording-right_emg.bdf	n/a	45.5275	DoorknobFingerGraspFistGrab	right	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-184_ses-04_task-emg2pose_run-10_recording-left_emg.bdf	n/a	45.525	unconstrained	left	2022-07-18-1658131200-a6320-cv-emg-pose-demonstration@2-recording-5_left.hdf5
