onset	duration	trial_type	side
0.0	46.173	unconstrained	left
0.0	0.15	BAD_IK	left
0.3165	0.9335	BAD_IK	left
1.3835	1.1	BAD_IK	left
3.1835	0.55	BAD_IK	left
3.767	0.05	BAD_IK	left
3.9335	0.0665	BAD_IK	left
4.05	0.05	BAD_IK	left
4.567	0.55	BAD_IK	left
5.1505	1.25	BAD_IK	left
6.517	3.5005	BAD_IK	left
10.1675	0.1665	BAD_IK	left
10.7005	0.017	BAD_IK	left
11.0005	0.417	BAD_IK	left
11.484	0.417	BAD_IK	left
11.984	0.767	BAD_IK	left
12.834	0.1335	BAD_IK	left
13.151	0.083	BAD_IK	left
13.2675	0.6835	BAD_IK	left
14.0845	0.183	BAD_IK	left
14.601	0.2335	BAD_IK	left
14.8845	0.233	BAD_IK	left
15.1845	0.183	BAD_IK	left
15.8345	0.05	BAD_IK	left
16.401	0.45	BAD_IK	left
17.3345	0.1	BAD_IK	left
17.668	0.05	BAD_IK	left
17.751	0.0335	BAD_IK	left
17.918	0.233	BAD_IK	left
18.201	0.6505	BAD_IK	left
19.0015	0.283	BAD_IK	left
19.418	0.1	BAD_IK	left
19.5515	0.2665	BAD_IK	left
19.8515	0.1165	BAD_IK	left
20.068	1.5835	BAD_IK	left
21.8515	0.6665	BAD_IK	left
22.785	0.05	BAD_IK	left
23.0515	0.117	BAD_IK	left
23.5015	0.167	BAD_IK	left
23.8185	0.2	BAD_IK	left
24.0515	0.517	BAD_IK	left
24.8185	0.2165	BAD_IK	left
25.8685	0.15	BAD_IK	left
26.085	0.167	BAD_IK	left
26.335	0.45	BAD_IK	left
26.852	0.083	BAD_IK	left
26.985	0.5835	BAD_IK	left
28.9855	0.45	BAD_IK	left
29.8855	0.7165	BAD_IK	left
31.302	0.15	BAD_IK	left
31.519	2.9765	BAD_IK	left
34.579	0.483	BAD_IK	left
35.5955	0.2335	BAD_IK	left
36.1315	0.167	BAD_IK	left
36.332	0.1	BAD_IK	left
36.865	0.1835	BAD_IK	left
37.2815	0.15	BAD_IK	left
37.615	0.1335	BAD_IK	left
38.782	1.265	BAD_IK	left
40.914	2.3	BAD_IK	left
43.314	0.083	BAD_IK	left
43.4305	1.583	BAD_IK	left
45.0635	0.15	BAD_IK	left
45.397	0.1335	BAD_IK	left
45.647	0.5265	BAD_IK	left
