onset	duration	trial_type	side
0.0	58.405	OneHandedFreeStyle	left
0.0	0.0335	BAD_IK	left
6.1505	0.05	BAD_IK	left
7.217	0.017	BAD_IK	left
8.767	0.05	BAD_IK	left
8.8505	0.0165	BAD_IK	left
9.2175	0.383	BAD_IK	left
9.8505	0.117	BAD_IK	left
10.2675	0.0165	BAD_IK	left
12.251	0.0165	BAD_IK	left
12.734	0.0335	BAD_IK	left
13.384	0.1835	BAD_IK	left
13.6175	0.0835	BAD_IK	left
13.7675	0.0335	BAD_IK	left
13.8345	0.0165	BAD_IK	left
13.8845	0.0665	BAD_IK	left
16.168	0.0165	BAD_IK	left
17.118	0.0165	BAD_IK	left
17.901	1.1335	BAD_IK	left
19.5845	0.05	BAD_IK	left
25.0185	0.1165	BAD_IK	left
28.152	0.0165	BAD_IK	left
29.3355	0.033	BAD_IK	left
32.6815	0.1	BAD_IK	left
33.2315	0.05	BAD_IK	left
33.7815	0.1165	BAD_IK	left
36.332	0.0165	BAD_IK	left
40.0315	0.017	BAD_IK	left
40.0815	0.0335	BAD_IK	left
42.1985	0.2165	BAD_IK	left
45.7985	0.1165	BAD_IK	left
53.332	0.083	BAD_IK	left
53.765	0.05	BAD_IK	left
54.4985	0.3165	BAD_IK	left
54.865	0.017	BAD_IK	left
