onset	duration	trial_type	side
0.0	240.6005	TwoHandedFreeStyle	left
0.0	0.35	BAD_IK	left
0.717	0.1165	BAD_IK	left
0.9335	0.7335	BAD_IK	left
1.7835	1.167	BAD_IK	left
3.0005	0.083	BAD_IK	left
3.617	0.1165	BAD_IK	left
6.8505	0.05	BAD_IK	left
6.984	1.0	BAD_IK	left
9.2675	0.9165	BAD_IK	left
10.7675	0.55	BAD_IK	left
12.301	0.3165	BAD_IK	left
13.7345	0.9665	BAD_IK	left
14.7845	0.1165	BAD_IK	left
14.968	0.0165	BAD_IK	left
16.8015	0.0665	BAD_IK	left
24.202	0.083	BAD_IK	left
25.135	1.3005	BAD_IK	left
26.9685	0.6335	BAD_IK	left
27.6355	0.1335	BAD_IK	left
31.6355	0.017	BAD_IK	left
35.3805	0.05	BAD_IK	left
36.197	0.0835	BAD_IK	left
36.314	0.05	BAD_IK	left
40.514	0.0335	BAD_IK	left
41.0305	0.1	BAD_IK	left
43.164	0.05	BAD_IK	left
43.3975	0.0165	BAD_IK	left
43.4475	0.033	BAD_IK	left
43.5805	0.1	BAD_IK	left
43.764	0.0165	BAD_IK	left
43.814	0.0665	BAD_IK	left
43.914	0.0165	BAD_IK	left
45.414	0.05	BAD_IK	left
57.582	0.3335	BAD_IK	left
58.5985	0.05	BAD_IK	left
60.0485	0.55	BAD_IK	left
60.632	0.4835	BAD_IK	left
64.1155	0.5165	BAD_IK	left
64.6655	0.033	BAD_IK	left
65.182	3.3	BAD_IK	left
70.4155	0.5665	BAD_IK	left
71.632	4.9835	BAD_IK	left
83.882	0.3665	BAD_IK	left
84.7485	0.5835	BAD_IK	left
87.4155	0.883	BAD_IK	left
103.882	0.0165	BAD_IK	left
103.932	0.4835	BAD_IK	left
105.5155	0.033	BAD_IK	left
107.3985	0.067	BAD_IK	left
107.7155	0.0165	BAD_IK	left
107.8155	0.3665	BAD_IK	left
108.232	0.0835	BAD_IK	left
108.432	0.1	BAD_IK	left
108.8485	0.5835	BAD_IK	left
125.0985	0.1835	BAD_IK	left
125.3155	0.8	BAD_IK	left
126.1655	0.0165	BAD_IK	left
126.2155	0.0165	BAD_IK	left
126.282	0.05	BAD_IK	left
126.532	0.15	BAD_IK	left
126.9655	0.533	BAD_IK	left
127.532	0.4	BAD_IK	left
132.832	0.1335	BAD_IK	left
133.5485	0.1	BAD_IK	left
134.682	0.0835	BAD_IK	left
134.8985	0.2	BAD_IK	left
143.2655	0.2335	BAD_IK	left
144.032	0.3	BAD_IK	left
147.782	0.05	BAD_IK	left
152.032	0.117	BAD_IK	left
154.282	0.4	BAD_IK	left
155.599	0.2	BAD_IK	left
155.832	0.2335	BAD_IK	left
157.082	0.2	BAD_IK	left
157.3155	0.05	BAD_IK	left
158.199	0.2665	BAD_IK	left
158.949	0.533	BAD_IK	left
177.3825	0.25	BAD_IK	left
201.216	0.0665	BAD_IK	left
201.316	0.0165	BAD_IK	left
201.499	0.05	BAD_IK	left
202.749	0.05	BAD_IK	left
203.366	0.0165	BAD_IK	left
204.166	0.0165	BAD_IK	left
206.1495	0.05	BAD_IK	left
206.866	0.15	BAD_IK	left
207.466	0.1	BAD_IK	left
207.5995	0.05	BAD_IK	left
207.916	0.1665	BAD_IK	left
208.6325	0.067	BAD_IK	left
210.6995	0.033	BAD_IK	left
210.7825	0.0335	BAD_IK	left
211.0325	0.017	BAD_IK	left
211.7325	0.317	BAD_IK	left
212.0995	0.1	BAD_IK	left
212.2825	0.1	BAD_IK	left
213.1825	0.017	BAD_IK	left
213.4825	0.0335	BAD_IK	left
215.6325	0.05	BAD_IK	left
215.716	0.0335	BAD_IK	left
216.766	0.167	BAD_IK	left
217.2995	0.1835	BAD_IK	left
217.683	0.083	BAD_IK	left
217.933	0.083	BAD_IK	left
218.6995	0.2835	BAD_IK	left
219.033	0.0165	BAD_IK	left
222.85	0.1335	BAD_IK	left
225.5835	0.133	BAD_IK	left
225.75	0.0165	BAD_IK	left
226.85	0.6665	BAD_IK	left
228.7165	0.217	BAD_IK	left
229.7335	0.5	BAD_IK	left
233.7165	0.117	BAD_IK	left
237.1665	0.2835	BAD_IK	left
237.5165	0.117	BAD_IK	left
