filename	acq_time	duration	stage	side	source_file
emg/sub-108_ses-04_task-emg2pose_run-01_recording-left_emg.bdf	n/a	60.479	TwoHandedFreeStyle	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-02_recording-right_emg.bdf	n/a	60.471	TwoHandedFreeStyle	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-03_recording-right_emg.bdf	n/a	47.805	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-04_recording-left_emg.bdf	n/a	47.801	IndexPinchesMiddlePinchesThumbswipes	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-05_recording-right_emg.bdf	n/a	46.8365	IndexPinchesMiddlePinchesThumbswipes	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-06_recording-left_emg.bdf	n/a	46.8405	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-07_recording-right_emg.bdf	n/a	60.7805	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-08_recording-left_emg.bdf	n/a	60.7805	DoorknobFingerGraspFistGrab	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-09_recording-right_emg.bdf	n/a	46.157	DoorknobFingerGraspFistGrab	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-10_recording-left_emg.bdf	n/a	46.1515	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-5_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-11_recording-right_emg.bdf	n/a	48.781	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-6_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-12_recording-left_emg.bdf	n/a	48.781	FastPongFronthandBackhandThrowing	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-6_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-13_recording-right_emg.bdf	n/a	44.7445	FastPongFronthandBackhandThrowing	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-7_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-14_recording-left_emg.bdf	n/a	44.7485	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-7_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-15_recording-right_emg.bdf	n/a	62.8995	HandDeskSeparateClaspedChest	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-8_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-16_recording-left_emg.bdf	n/a	62.6675	HandDeskSeparateClaspedChest	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-8_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-17_recording-right_emg.bdf	n/a	52.6925	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-9_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-18_recording-left_emg.bdf	n/a	52.7005	PokePinchCloseFar	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-9_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-19_recording-left_emg.bdf	n/a	44.6885	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-10_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-20_recording-right_emg.bdf	n/a	44.6845	PokePinchCloseFar	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-10_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-21_recording-left_emg.bdf	n/a	45.1805	GraspPunchCloseFar	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-11_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-22_recording-right_emg.bdf	n/a	45.1845	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-11_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-23_recording-left_emg.bdf	n/a	46.0125	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-12_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-24_recording-right_emg.bdf	n/a	46.0165	GraspPunchCloseFar	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-12_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-25_recording-left_emg.bdf	n/a	48.6515	PokeDrawPinchRotateclosefar	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-13_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-26_recording-right_emg.bdf	n/a	48.6515	unconstrained	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-13_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-27_recording-left_emg.bdf	n/a	48.2395	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-14_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-28_recording-right_emg.bdf	n/a	48.2395	PokeDrawPinchRotateclosefar	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-14_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-29_recording-left_emg.bdf	n/a	59.8205	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-15_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-30_recording-right_emg.bdf	n/a	59.8365	AllFingerPinchesThumbSwipeThumbRotate	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-15_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-31_recording-right_emg.bdf	n/a	44.3205	CountingUpDownFingerWigglingSpreading	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-16_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-32_recording-left_emg.bdf	n/a	44.3205	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-16_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-33_recording-right_emg.bdf	n/a	46.177	OneHandedFreeStyle	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-17_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-34_recording-left_emg.bdf	n/a	46.1715	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-17_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-35_recording-left_emg.bdf	n/a	59.8475	FingerTouchPalmClapmrburns	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-18_left.hdf5
emg/sub-108_ses-04_task-emg2pose_run-36_recording-right_emg.bdf	n/a	59.9995	FingerTouchPalmClapmrburns	right	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-18_right.hdf5
emg/sub-108_ses-04_task-emg2pose_run-37_recording-left_emg.bdf	n/a	44.9995	unconstrained	left	2022-07-26-1658822400-ec892-cv-emg-pose-demonstration@2-recording-19_left.hdf5
