onset	duration	trial_type	side
0.0	57.593	WristFlexionAbduction	right
1.8835	0.333	BAD_IK	right
2.85	0.3	BAD_IK	right
4.167	0.183	BAD_IK	right
5.0505	0.05	BAD_IK	right
12.5675	0.0335	BAD_IK	right
13.334	0.117	BAD_IK	right
13.684	0.067	BAD_IK	right
22.435	0.0165	BAD_IK	right
23.085	0.0165	BAD_IK	right
23.935	0.05	BAD_IK	right
28.502	0.0835	BAD_IK	right
29.3855	0.1665	BAD_IK	right
31.519	0.1165	BAD_IK	right
32.1525	0.133	BAD_IK	right
39.005	0.017	BAD_IK	right
39.0555	0.0845	BAD_IK	right
46.0565	0.0165	BAD_IK	right
46.2065	0.0665	BAD_IK	right
46.79	0.033	BAD_IK	right
52.39	0.0165	BAD_IK	right
55.773	0.167	BAD_IK	right
55.99	0.0165	BAD_IK	right
