onset	duration	trial_type	side
0.0	60.4725	ThumbsSwipesWholeHand	right
0.0	0.017	BAD_IK	right
0.3835	0.0335	BAD_IK	right
1.3835	0.0665	BAD_IK	right
2.0335	0.0165	BAD_IK	right
2.1335	0.0335	BAD_IK	right
2.567	0.1835	BAD_IK	right
2.7835	0.017	BAD_IK	right
26.852	0.0165	BAD_IK	right
26.9185	0.05	BAD_IK	right
33.4475	0.017	BAD_IK	right
34.6145	0.0165	BAD_IK	right
36.564	0.0665	BAD_IK	right
36.7975	0.05	BAD_IK	right
36.8975	0.05	BAD_IK	right
37.3305	0.017	BAD_IK	right
43.1655	0.033	BAD_IK	right
43.2475	0.183	BAD_IK	right
43.4805	0.017	BAD_IK	right
43.5305	0.067	BAD_IK	right
43.914	0.0335	BAD_IK	right
44.214	0.0165	BAD_IK	right
51.7305	0.017	BAD_IK	right
52.314	0.0165	BAD_IK	right
52.9805	0.1	BAD_IK	right
