onset	duration	trial_type	side
0.0	60.2565	FingerWigglingSpreading	left
0.0	0.367	BAD_IK	left
7.7675	0.4165	BAD_IK	left
8.4175	0.7	BAD_IK	left
14.101	0.05	BAD_IK	left
14.201	0.267	BAD_IK	left
19.435	0.45	BAD_IK	left
20.168	0.05	BAD_IK	left
20.2515	0.2335	BAD_IK	left
25.252	0.1	BAD_IK	left
25.5185	0.1	BAD_IK	left
25.652	0.0165	BAD_IK	left
30.3025	0.2165	BAD_IK	left
30.7355	0.2	BAD_IK	left
30.969	0.6	BAD_IK	left
41.5835	0.283	BAD_IK	left
42.1835	0.0665	BAD_IK	left
42.3165	0.0335	BAD_IK	left
42.9	0.4	BAD_IK	left
43.5	0.2835	BAD_IK	left
