onset	duration	trial_type	side
0.0	60.9165	CountingUpDownFaceSideAway	left
0.0	0.8835	BAD_IK	left
3.717	0.65	BAD_IK	left
4.4335	0.2005	BAD_IK	left
6.117	0.6335	BAD_IK	left
7.0175	0.2165	BAD_IK	left
8.4505	0.55	BAD_IK	left
9.434	0.0835	BAD_IK	left
11.301	0.2835	BAD_IK	left
20.9185	1.2165	BAD_IK	left
24.4685	0.3835	BAD_IK	left
25.2185	0.1835	BAD_IK	left
32.761	0.0665	BAD_IK	left
32.911	0.0335	BAD_IK	left
52.746	0.2665	BAD_IK	left
53.1125	1.1165	BAD_IK	left
54.3625	0.1	BAD_IK	left
54.796	0.1165	BAD_IK	left
