onset	duration	trial_type	side
0.0	45.1685	unconstrained	right
0.0	0.067	BAD_IK	right
2.3005	0.2	BAD_IK	right
2.5335	0.1335	BAD_IK	right
5.234	1.533	BAD_IK	right
6.9005	5.867	BAD_IK	right
13.1345	0.6165	BAD_IK	right
13.901	0.1335	BAD_IK	right
15.601	0.05	BAD_IK	right
16.1015	0.1665	BAD_IK	right
16.3345	0.167	BAD_IK	right
16.818	5.8335	BAD_IK	right
22.7515	0.0835	BAD_IK	right
22.9685	0.1	BAD_IK	right
23.1185	0.2335	BAD_IK	right
23.402	0.6165	BAD_IK	right
24.052	5.1335	BAD_IK	right
29.219	0.2665	BAD_IK	right
29.969	0.1	BAD_IK	right
30.6025	0.0165	BAD_IK	right
32.0855	0.1005	BAD_IK	right
32.269	0.267	BAD_IK	right
32.6165	8.695	BAD_IK	right
41.4445	1.0	BAD_IK	right
42.5625	0.1	BAD_IK	right
42.9125	0.0165	BAD_IK	right
44.679	0.1	BAD_IK	right
