filename	acq_time	duration	stage	side	source_file
emg/sub-38_ses-01_task-emg2pose_run-01_recording-left_emg.bdf	n/a	67.987	TwoHandedFreeStyle	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-02_recording-right_emg.bdf	n/a	67.991	TwoHandedFreeStyle	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-03_recording-right_emg.bdf	n/a	44.2005	unconstrained	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-04_recording-left_emg.bdf	n/a	44.1965	IndexPinchesMiddlePinchesThumbswipes	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-05_recording-right_emg.bdf	n/a	44.489	IndexPinchesMiddlePinchesThumbswipes	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-06_recording-left_emg.bdf	n/a	44.489	unconstrained	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-07_recording-right_emg.bdf	n/a	46.3405	unconstrained	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-08_recording-left_emg.bdf	n/a	46.3325	DoorknobFingerGraspFistGrab	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-09_recording-right_emg.bdf	n/a	55.3125	DoorknobFingerGraspFistGrab	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-10_recording-left_emg.bdf	n/a	55.3175	unconstrained	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-5_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-11_recording-right_emg.bdf	n/a	49.655	unconstrained	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-6_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-12_recording-left_emg.bdf	n/a	49.651	FastPongFronthandBackhandThrowing	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-6_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-13_recording-right_emg.bdf	n/a	44.7595	FastPongFronthandBackhandThrowing	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-7_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-14_recording-left_emg.bdf	n/a	44.761	unconstrained	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-7_left.hdf5
emg/sub-38_ses-01_task-emg2pose_run-15_recording-right_emg.bdf	n/a	59.5085	HandDeskSeparateClaspedChest	right	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-8_right.hdf5
emg/sub-38_ses-01_task-emg2pose_run-16_recording-left_emg.bdf	n/a	59.5005	HandDeskSeparateClaspedChest	left	2022-07-22-1658476800-1613b-cv-emg-pose-demonstration@2-recording-8_left.hdf5
