onset	duration	trial_type	side
0.0	46.2405	AllFingerPinchesThumbSwipeThumbRotate	right
0.0	0.05	BAD_IK	right
3.867	0.1665	BAD_IK	right
4.917	0.8	BAD_IK	right
34.2855	0.8165	BAD_IK	right
35.152	0.0335	BAD_IK	right
35.2355	0.7165	BAD_IK	right
36.0855	0.0835	BAD_IK	right
36.219	0.133	BAD_IK	right
37.0025	0.7835	BAD_IK	right
37.8525	1.267	BAD_IK	right
39.1525	0.5	BAD_IK	right
39.7695	0.133	BAD_IK	right
40.1195	0.6665	BAD_IK	right
41.1195	0.333	BAD_IK	right
41.7695	0.433	BAD_IK	right
42.2695	0.2165	BAD_IK	right
42.7695	0.033	BAD_IK	right
42.836	0.2335	BAD_IK	right
