filename	acq_time	duration	stage	side	source_file
emg/sub-131_ses-01_task-emg2pose_run-01_recording-left_emg.bdf	n/a	63.061	TwoHandedFreeStyle	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-02_recording-right_emg.bdf	n/a	63.057	TwoHandedFreeStyle	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-03_recording-right_emg.bdf	n/a	44.7375	unconstrained	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-04_recording-left_emg.bdf	n/a	44.7325	IndexPinchesMiddlePinchesThumbswipes	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-05_recording-right_emg.bdf	n/a	45.2335	IndexPinchesMiddlePinchesThumbswipes	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-06_recording-left_emg.bdf	n/a	45.2375	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-07_recording-right_emg.bdf	n/a	44.917	unconstrained	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-08_recording-left_emg.bdf	n/a	44.917	FastPongFronthandBackhandThrowing	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-09_recording-right_emg.bdf	n/a	45.7775	FastPongFronthandBackhandThrowing	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-10_recording-left_emg.bdf	n/a	45.7855	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-5_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-11_recording-right_emg.bdf	n/a	45.4645	unconstrained	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-6_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-12_recording-left_emg.bdf	n/a	45.4725	PokePinchCloseFar	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-6_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-13_recording-right_emg.bdf	n/a	44.9885	PokePinchCloseFar	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-7_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-14_recording-left_emg.bdf	n/a	44.9855	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-7_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-15_recording-right_emg.bdf	n/a	45.8735	unconstrained	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-8_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-16_recording-left_emg.bdf	n/a	45.8805	GraspPunchCloseFar	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-8_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-17_recording-left_emg.bdf	n/a	45.777	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-9_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-18_recording-right_emg.bdf	n/a	45.769	GraspPunchCloseFar	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-9_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-19_recording-right_emg.bdf	n/a	45.677	AllFingerPinchesThumbSwipeThumbRotate	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-10_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-20_recording-left_emg.bdf	n/a	45.665	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-10_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-21_recording-right_emg.bdf	n/a	45.0045	CountingUpDownFingerWigglingSpreading	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-11_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-22_recording-left_emg.bdf	n/a	45.0045	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-11_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-23_recording-right_emg.bdf	n/a	45.737	OneHandedFreeStyle	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-12_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-24_recording-left_emg.bdf	n/a	45.745	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-12_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-25_recording-right_emg.bdf	n/a	58.6915	FingerTouchPalmClapmrburns	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-13_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-26_recording-left_emg.bdf	n/a	58.685	FingerTouchPalmClapmrburns	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-13_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-27_recording-right_emg.bdf	n/a	59.0685	HandOverHandAllFingerPinchesThumbSwipeThumbRotate	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-14_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-28_recording-left_emg.bdf	n/a	59.0805	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-14_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-29_recording-right_emg.bdf	n/a	60.417	HandOverHandCountingUpDownFingerWigglingSpreading	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-15_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-30_recording-left_emg.bdf	n/a	60.417	unconstrained	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-15_left.hdf5
emg/sub-131_ses-01_task-emg2pose_run-31_recording-right_emg.bdf	n/a	59.141	HandOverHandCountingUpDownFingerWigglingSpreading	right	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-16_right.hdf5
emg/sub-131_ses-01_task-emg2pose_run-32_recording-left_emg.bdf	n/a	59.145	HandOverHandCountingUpDownFingerWigglingSpreading	left	2022-09-20-1663660800-9417a-cv-emg-pose-demonstration@2-recording-16_left.hdf5
