filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-120_ses-04_task-emg2pose_run-01_recording-left_emg.bdf	n/a	77.1055	TwoHandedFreeStyle	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-1_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-02_recording-right_emg.bdf	n/a	77.1015	TwoHandedFreeStyle	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-1_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-03_recording-right_emg.bdf	n/a	51.721	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-2_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-04_recording-left_emg.bdf	n/a	51.725	IndexPinchesMiddlePinchesThumbswipes	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-2_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-05_recording-right_emg.bdf	n/a	60.169	IndexPinchesMiddlePinchesThumbswipes	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-3_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-06_recording-left_emg.bdf	n/a	60.173	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-3_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-07_recording-right_emg.bdf	n/a	46.577	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-4_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-08_recording-left_emg.bdf	n/a	46.589	DoorknobFingerGraspFistGrab	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-4_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-09_recording-right_emg.bdf	n/a	45.3405	DoorknobFingerGraspFistGrab	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-5_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-10_recording-left_emg.bdf	n/a	45.3375	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-5_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-11_recording-right_emg.bdf	n/a	56.1175	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-6_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-12_recording-left_emg.bdf	n/a	56.1215	FastPongFronthandBackhandThrowing	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-6_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-13_recording-right_emg.bdf	n/a	56.6765	FastPongFronthandBackhandThrowing	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-7_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-14_recording-left_emg.bdf	n/a	56.6805	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-7_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-15_recording-right_emg.bdf	n/a	82.6335	HandDeskSeparateClaspedChest	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-8_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-16_recording-left_emg.bdf	n/a	82.6255	HandDeskSeparateClaspedChest	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-8_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-17_recording-right_emg.bdf	n/a	74.7485	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-9_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-18_recording-left_emg.bdf	n/a	74.7365	PokePinchCloseFar	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-9_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-19_recording-left_emg.bdf	n/a	45.3855	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-10_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-20_recording-right_emg.bdf	n/a	45.3895	PokePinchCloseFar	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-10_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-21_recording-left_emg.bdf	n/a	49.5095	GraspPunchCloseFar	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-11_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-22_recording-right_emg.bdf	n/a	49.5095	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-11_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-23_recording-left_emg.bdf	n/a	44.461	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-12_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-24_recording-right_emg.bdf	n/a	44.457	GraspPunchCloseFar	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-12_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-25_recording-left_emg.bdf	n/a	58.725	PokeDrawPinchRotateclosefar	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-13_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-26_recording-right_emg.bdf	n/a	58.733	unconstrained	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-13_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-27_recording-left_emg.bdf	n/a	45.213	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-14_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-28_recording-right_emg.bdf	n/a	45.209	PokeDrawPinchRotateclosefar	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-14_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-29_recording-left_emg.bdf	n/a	60.185	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-15_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-30_recording-right_emg.bdf	n/a	60.193	AllFingerPinchesThumbSwipeThumbRotate	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-15_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-31_recording-right_emg.bdf	n/a	56.617	CountingUpDownFingerWigglingSpreading	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-16_right.hdf5	test	stage
emg/sub-120_ses-04_task-emg2pose_run-32_recording-left_emg.bdf	n/a	56.609	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-16_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-33_recording-right_emg.bdf	n/a	45.061	OneHandedFreeStyle	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-17_right.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-34_recording-left_emg.bdf	n/a	45.061	unconstrained	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-17_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-35_recording-left_emg.bdf	n/a	59.5725	FingerTouchPalmClapmrburns	left	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-18_left.hdf5	train	none
emg/sub-120_ses-04_task-emg2pose_run-36_recording-right_emg.bdf	n/a	59.5765	FingerTouchPalmClapmrburns	right	2022-08-30-1661846400-dc7d2-cv-emg-pose-demonstration@2-recording-18_right.hdf5	train	none
