onset	duration	trial_type	side
0.0	45.5885	unconstrained	left
0.0	0.05	BAD_IK	left
4.6505	0.2665	BAD_IK	left
7.184	0.45	BAD_IK	left
7.9505	0.05	BAD_IK	left
8.1675	0.5	BAD_IK	left
9.201	0.5165	BAD_IK	left
10.084	0.1	BAD_IK	left
10.234	0.267	BAD_IK	left
10.534	0.017	BAD_IK	left
11.451	0.1	BAD_IK	left
11.6175	0.1335	BAD_IK	left
12.5675	0.5335	BAD_IK	left
17.8515	0.033	BAD_IK	left
28.2855	0.3165	BAD_IK	left
29.5855	0.1165	BAD_IK	left
29.752	1.9005	BAD_IK	left
31.719	0.2335	BAD_IK	left
32.019	0.1335	BAD_IK	left
32.3525	0.0665	BAD_IK	left
32.9	0.017	BAD_IK	left
33.3	0.1335	BAD_IK	left
33.517	0.233	BAD_IK	left
33.867	0.083	BAD_IK	left
34.0835	0.0165	BAD_IK	left
35.0335	0.2	BAD_IK	left
35.75	0.05	BAD_IK	left
36.2335	0.033	BAD_IK	left
43.0665	0.0835	BAD_IK	left
43.2665	0.05	BAD_IK	left
43.9165	0.0835	BAD_IK	left
44.4165	0.0835	BAD_IK	left
44.5835	0.1	BAD_IK	left
44.9165	0.0335	BAD_IK	left
