filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-26_ses-04_task-emg2pose_run-01_recording-left_emg.bdf		64.7895	ThumbsUpDownThumbRotationsCWCCWP	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-1_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-02_recording-right_emg.bdf		64.7935	ThumbsUpDownThumbRotationsCWCCWP	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-1_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-03_recording-right_emg.bdf		59.0855	CountingUpDownFaceSideAway	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-2_right.hdf5	test	stage
emg/sub-26_ses-04_task-emg2pose_run-04_recording-left_emg.bdf		59.0855	CountingUpDownFaceSideAway	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-2_left.hdf5	test	stage
emg/sub-26_ses-04_task-emg2pose_run-05_recording-right_emg.bdf		58.9885	ThumbsSwipesWholeHand	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-3_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-06_recording-left_emg.bdf		58.9845	ThumbsSwipesWholeHand	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-3_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-07_recording-right_emg.bdf		59.4665	FingerWigglingSpreading	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-4_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-08_recording-left_emg.bdf		59.469	FingerWigglingSpreading	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-4_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-09_recording-right_emg.bdf		58.5455	FingerAbductionSeries	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-5_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-10_recording-left_emg.bdf		58.5455	FingerAbductionSeries	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-5_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-11_recording-right_emg.bdf		58.7405	WristFlexionAbduction	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-6_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-12_recording-left_emg.bdf		58.7405	WristFlexionAbduction	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-6_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-13_recording-right_emg.bdf		58.4765	FingerPinchesSingleFingerPinchesMultiple	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-7_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-14_recording-left_emg.bdf		58.4765	FingerPinchesSingleFingerPinchesMultiple	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-7_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-15_recording-right_emg.bdf		57.997	FingerFreeform	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-8_right.hdf5	test	stage
emg/sub-26_ses-04_task-emg2pose_run-16_recording-left_emg.bdf		57.997	FingerFreeform	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-8_left.hdf5	test	stage
emg/sub-26_ses-04_task-emg2pose_run-17_recording-left_emg.bdf		58.5565	IndividualFingerPointingSnap	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-9_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-18_recording-right_emg.bdf		58.5645	IndividualFingerPointingSnap	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-9_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-19_recording-right_emg.bdf		58.225	HandClawGraspFlicks	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-10_right.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-20_recording-left_emg.bdf		58.229	HandClawGraspFlicks	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-10_left.hdf5	train	none
emg/sub-26_ses-04_task-emg2pose_run-21_recording-right_emg.bdf		58.685	ShakaVulcanPeace	right	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-11_right.hdf5	test	stage
emg/sub-26_ses-04_task-emg2pose_run-22_recording-left_emg.bdf		58.689	ShakaVulcanPeace	left	2022-10-04-1664870400-faf88-cv-emg-pose-train@2-recording-11_left.hdf5	test	stage
