filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-145_ses-02_task-emg2pose_run-01_recording-left_emg.bdf		61.945	TwoHandedFreeStyle	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-1_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-02_recording-right_emg.bdf		61.949	TwoHandedFreeStyle	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-1_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-03_recording-right_emg.bdf		44.3885	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-2_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-04_recording-left_emg.bdf		44.3925	IndexPinchesMiddlePinchesThumbswipes	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-2_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-05_recording-right_emg.bdf		47.2245	IndexPinchesMiddlePinchesThumbswipes	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-3_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-06_recording-left_emg.bdf		47.2285	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-3_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-07_recording-right_emg.bdf		45.117	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-4_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-08_recording-left_emg.bdf		45.129	DoorknobFingerGraspFistGrab	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-4_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-09_recording-right_emg.bdf		44.025	DoorknobFingerGraspFistGrab	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-5_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-10_recording-left_emg.bdf		44.037	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-5_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-11_recording-right_emg.bdf		44.293	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-6_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-12_recording-left_emg.bdf		44.289	FastPongFronthandBackhandThrowing	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-6_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-13_recording-right_emg.bdf		43.681	FastPongFronthandBackhandThrowing	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-7_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-14_recording-left_emg.bdf		43.6715	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-7_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-15_recording-right_emg.bdf		59.0085	HandDeskSeparateClaspedChest	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-8_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-16_recording-left_emg.bdf		59.0085	HandDeskSeparateClaspedChest	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-8_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-17_recording-right_emg.bdf		44.8085	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-9_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-18_recording-left_emg.bdf		44.8015	PokePinchCloseFar	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-9_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-19_recording-left_emg.bdf		44.1445	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-10_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-20_recording-right_emg.bdf		44.1445	PokePinchCloseFar	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-10_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-21_recording-left_emg.bdf		44.773	GraspPunchCloseFar	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-11_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-22_recording-right_emg.bdf		44.765	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-11_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-23_recording-left_emg.bdf		44.161	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-12_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-24_recording-right_emg.bdf		44.161	GraspPunchCloseFar	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-12_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-25_recording-left_emg.bdf		43.6375	PokeDrawPinchRotateclosefar	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-13_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-26_recording-right_emg.bdf		43.6375	unconstrained	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-13_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-27_recording-left_emg.bdf		43.9405	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-14_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-28_recording-right_emg.bdf		43.9405	PokeDrawPinchRotateclosefar	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-14_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-29_recording-left_emg.bdf		44.5615	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-15_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-30_recording-right_emg.bdf		44.5575	AllFingerPinchesThumbSwipeThumbRotate	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-15_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-31_recording-right_emg.bdf		44.757	CountingUpDownFingerWigglingSpreading	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-16_right.hdf5	val	user_stage
emg/sub-145_ses-02_task-emg2pose_run-32_recording-left_emg.bdf		44.765	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-16_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-33_recording-right_emg.bdf		43.801	OneHandedFreeStyle	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-17_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-34_recording-left_emg.bdf		43.797	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-17_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-35_recording-left_emg.bdf		58.8605	FingerTouchPalmClapmrburns	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-18_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-36_recording-right_emg.bdf		58.8605	FingerTouchPalmClapmrburns	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-18_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-37_recording-left_emg.bdf		58.6605	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-19_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-38_recording-right_emg.bdf		58.6725	HandOverHandAllFingerPinchesThumbSwipeThumbRotate	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-19_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-39_recording-right_emg.bdf		58.6365	HandOverHandCountingUpDownFingerWigglingSpreading	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-20_right.hdf5	val	user_stage
emg/sub-145_ses-02_task-emg2pose_run-40_recording-left_emg.bdf		58.6485	unconstrained	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-20_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-41_recording-right_emg.bdf		58.361	HandOverHandCountingUpDownFingerWigglingSpreading	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-21_right.hdf5	val	user_stage
emg/sub-145_ses-02_task-emg2pose_run-42_recording-left_emg.bdf		58.349	HandOverHandCountingUpDownFingerWigglingSpreading	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-21_left.hdf5	val	user_stage
emg/sub-145_ses-02_task-emg2pose_run-43_recording-right_emg.bdf		59.6365	PlayBlocksChess	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-22_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-44_recording-left_emg.bdf		59.6405	PlayBlocksChess	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-22_left.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-45_recording-right_emg.bdf		58.853	CoffeePanicPete	right	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-23_right.hdf5	val	user
emg/sub-145_ses-02_task-emg2pose_run-46_recording-left_emg.bdf		58.857	CoffeePanicPete	left	2022-10-05-1664956800-5974f-cv-emg-pose-demonstration@2-recording-23_left.hdf5	val	user
