filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-150_ses-02_task-emg2pose_run-01_recording-left_emg.bdf		64.8965	ThumbsUpDownThumbRotationsCWCCWP	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-1_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-02_recording-right_emg.bdf		64.9005	ThumbsUpDownThumbRotationsCWCCWP	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-1_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-03_recording-right_emg.bdf		58.2335	CountingUpDownFaceSideAway	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-2_right.hdf5	test	stage
emg/sub-150_ses-02_task-emg2pose_run-04_recording-left_emg.bdf		58.2335	CountingUpDownFaceSideAway	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-2_left.hdf5	test	stage
emg/sub-150_ses-02_task-emg2pose_run-05_recording-right_emg.bdf		58.985	ThumbsSwipesWholeHand	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-3_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-06_recording-left_emg.bdf		58.989	ThumbsSwipesWholeHand	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-3_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-07_recording-right_emg.bdf		61.2295	FingerWigglingSpreading	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-4_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-08_recording-left_emg.bdf		61.2335	FingerWigglingSpreading	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-4_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-09_recording-right_emg.bdf		58.7245	FingerAbductionSeries	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-5_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-10_recording-left_emg.bdf		58.7205	FingerAbductionSeries	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-5_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-11_recording-right_emg.bdf		58.309	WristFlexionAbduction	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-6_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-12_recording-left_emg.bdf		58.309	WristFlexionAbduction	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-6_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-13_recording-right_emg.bdf		44.0645	FingerPinchesSingleFingerPinchesMultiple	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-7_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-14_recording-left_emg.bdf		44.07	FingerPinchesSingleFingerPinchesMultiple	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-7_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-15_recording-right_emg.bdf		59.4765	FingerFreeform	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-8_right.hdf5	test	stage
emg/sub-150_ses-02_task-emg2pose_run-16_recording-left_emg.bdf		59.4805	FingerFreeform	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-8_left.hdf5	test	stage
emg/sub-150_ses-02_task-emg2pose_run-17_recording-left_emg.bdf		58.3565	IndividualFingerPointingSnap	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-9_left.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-18_recording-right_emg.bdf		58.3645	IndividualFingerPointingSnap	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-9_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-19_recording-right_emg.bdf		59.0245	HandClawGraspFlicks	right	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-10_right.hdf5	train	none
emg/sub-150_ses-02_task-emg2pose_run-20_recording-left_emg.bdf		59.0325	HandClawGraspFlicks	left	2022-10-17-1665993600-3271c-cv-emg-pose-train@2-recording-10_left.hdf5	train	none
