onset	duration	trial_type	side
0.0	62.557	CountingUpDownFaceSideAway	right
2.417	0.0165	BAD_IK	right
2.667	0.1	BAD_IK	right
2.817	0.8165	BAD_IK	right
3.8	0.1	BAD_IK	right
5.417	0.5165	BAD_IK	right
9.784	0.65	BAD_IK	right
10.7505	0.15	BAD_IK	right
18.2345	0.267	BAD_IK	right
19.2845	0.3	BAD_IK	right
23.8015	0.367	BAD_IK	right
26.302	0.15	BAD_IK	right
26.885	0.15	BAD_IK	right
29.302	0.1165	BAD_IK	right
29.452	0.3835	BAD_IK	right
30.6355	0.4	BAD_IK	right
33.6	0.05	BAD_IK	right
33.683	3.317	BAD_IK	right
41.7665	0.7	BAD_IK	right
42.833	0.267	BAD_IK	right
43.95	0.833	BAD_IK	right
50.2665	0.2165	BAD_IK	right
52.033	0.45	BAD_IK	right
56.5665	0.268	BAD_IK	right
