onset	duration	trial_type	side
0.0	238.3925	TwoHandedFreeStyle	right
0.0	0.05	BAD_IK	right
25.035	0.5005	BAD_IK	right
26.802	0.1665	BAD_IK	right
28.652	0.117	BAD_IK	right
33.7965	0.0835	BAD_IK	right
34.2465	0.0335	BAD_IK	right
34.463	0.05	BAD_IK	right
36.8475	0.05	BAD_IK	right
53.5985	0.117	BAD_IK	right
54.0655	0.4165	BAD_IK	right
56.582	1.4335	BAD_IK	right
66.7655	0.5665	BAD_IK	right
67.3655	0.35	BAD_IK	right
77.415	0.1335	BAD_IK	right
85.8485	0.1335	BAD_IK	right
87.0805	0.0835	BAD_IK	right
89.547	0.0335	BAD_IK	right
90.064	0.0165	BAD_IK	right
91.697	0.05	BAD_IK	right
91.964	0.25	BAD_IK	right
92.497	0.45	BAD_IK	right
93.014	0.133	BAD_IK	right
93.314	0.1665	BAD_IK	right
99.3305	0.5835	BAD_IK	right
121.7305	0.15	BAD_IK	right
122.0635	0.217	BAD_IK	right
123.0305	0.6	BAD_IK	right
131.2805	0.2	BAD_IK	right
131.5135	0.017	BAD_IK	right
131.597	0.0335	BAD_IK	right
133.0305	0.0665	BAD_IK	right
133.1305	0.5165	BAD_IK	right
133.747	0.6335	BAD_IK	right
134.4135	0.017	BAD_IK	right
134.4805	0.283	BAD_IK	right
134.797	0.05	BAD_IK	right
134.8805	0.333	BAD_IK	right
135.247	0.45	BAD_IK	right
136.3805	0.233	BAD_IK	right
137.0635	0.0835	BAD_IK	right
137.1805	0.1	BAD_IK	right
137.3635	0.2	BAD_IK	right
137.6135	0.067	BAD_IK	right
137.8635	0.7835	BAD_IK	right
138.8305	0.1	BAD_IK	right
139.0135	0.2335	BAD_IK	right
139.347	0.1	BAD_IK	right
139.6805	0.0165	BAD_IK	right
140.2805	1.6	BAD_IK	right
141.9305	0.2165	BAD_IK	right
170.8465	0.3665	BAD_IK	right
173.5965	0.2335	BAD_IK	right
174.9465	0.05	BAD_IK	right
177.43	0.4665	BAD_IK	right
177.9795	0.167	BAD_IK	right
187.113	0.15	BAD_IK	right
187.296	0.1	BAD_IK	right
203.029	0.117	BAD_IK	right
232.5115	0.0835	BAD_IK	right
233.3785	0.0165	BAD_IK	right
235.628	0.1335	BAD_IK	right
236.0115	0.6165	BAD_IK	right
237.045	0.65	BAD_IK	right
237.9615	0.25	BAD_IK	right
