onset	duration	trial_type	side
0.0	63.0085	FingerTouchPalmClapmrburns	right
11.6845	0.0665	BAD_IK	right
22.185	0.0835	BAD_IK	right
22.3685	0.133	BAD_IK	right
23.8185	0.0165	BAD_IK	right
24.302	0.05	BAD_IK	right
24.8185	0.1335	BAD_IK	right
25.302	0.1835	BAD_IK	right
25.802	0.05	BAD_IK	right
27.102	0.05	BAD_IK	right
27.702	0.05	BAD_IK	right
28.0855	0.1335	BAD_IK	right
28.402	0.317	BAD_IK	right
29.052	0.1	BAD_IK	right
29.3355	0.0665	BAD_IK	right
29.502	0.517	BAD_IK	right
30.319	0.0835	BAD_IK	right
30.6025	0.0665	BAD_IK	right
30.7855	0.067	BAD_IK	right
30.9525	0.3165	BAD_IK	right
31.6025	0.383	BAD_IK	right
32.536	0.133	BAD_IK	right
32.936	0.9215	BAD_IK	right
34.341	0.8665	BAD_IK	right
35.6245	0.083	BAD_IK	right
35.8575	0.1335	BAD_IK	right
36.3575	0.067	BAD_IK	right
36.6125	0.103	BAD_IK	right
37.1155	0.3665	BAD_IK	right
37.615	0.1	BAD_IK	right
37.782	0.1	BAD_IK	right
37.915	0.017	BAD_IK	right
37.965	0.867	BAD_IK	right
39.1485	0.0165	BAD_IK	right
39.332	0.0665	BAD_IK	right
40.496	0.1165	BAD_IK	right
40.9125	0.1335	BAD_IK	right
41.6795	0.05	BAD_IK	right
41.8295	0.05	BAD_IK	right
42.246	0.2	BAD_IK	right
42.5625	0.35	BAD_IK	right
46.796	0.6	BAD_IK	right
47.796	0.6835	BAD_IK	right
55.4295	1.8665	BAD_IK	right
58.6625	1.2835	BAD_IK	right
62.1715	0.2	BAD_IK	right
