onset	duration	trial_type	side
0.0	60.0955	HandOverHandCountingUpDownFingerWigglingSpreading	left
2.183	0.2335	BAD_IK	left
8.817	0.0665	BAD_IK	left
9.0335	0.017	BAD_IK	left
26.785	0.0165	BAD_IK	left
27.735	0.05	BAD_IK	left
28.235	0.3835	BAD_IK	left
28.835	0.4	BAD_IK	left
29.952	0.0165	BAD_IK	left
30.2185	0.1335	BAD_IK	left
30.9185	0.317	BAD_IK	left
33.4145	0.033	BAD_IK	left
33.4975	0.0335	BAD_IK	left
34.5145	0.4165	BAD_IK	left
35.281	0.2835	BAD_IK	left
36.165	0.1835	BAD_IK	left
36.6985	0.133	BAD_IK	left
36.9985	0.183	BAD_IK	left
37.6485	0.1665	BAD_IK	left
38.165	0.4165	BAD_IK	left
39.315	0.3165	BAD_IK	left
