onset	duration	trial_type	side
0.0	59.777	HandOverHandCountingUpDownFingerWigglingSpreading	left
0.0	1.5	BAD_IK	left
3.5835	0.0335	BAD_IK	left
5.0005	0.033	BAD_IK	left
5.117	0.05	BAD_IK	left
6.317	0.1	BAD_IK	left
7.084	0.1165	BAD_IK	left
8.784	0.1165	BAD_IK	left
8.934	0.083	BAD_IK	left
9.067	0.0835	BAD_IK	left
9.434	0.2	BAD_IK	left
10.7005	0.1835	BAD_IK	left
11.7675	0.05	BAD_IK	left
12.234	0.117	BAD_IK	left
12.484	0.05	BAD_IK	left
14.2845	0.083	BAD_IK	left
14.5175	0.85	BAD_IK	left
15.751	0.1	BAD_IK	left
17.968	0.033	BAD_IK	left
19.2015	0.2165	BAD_IK	left
20.7515	0.05	BAD_IK	left
22.318	0.017	BAD_IK	left
23.385	0.1165	BAD_IK	left
24.1185	0.05	BAD_IK	left
25.2015	0.017	BAD_IK	left
25.652	0.0165	BAD_IK	left
27.452	0.0165	BAD_IK	left
28.952	0.05	BAD_IK	left
29.3355	0.15	BAD_IK	left
30.3355	0.0335	BAD_IK	left
32.6855	0.367	BAD_IK	left
34.364	0.0165	BAD_IK	left
36.1975	0.8495	BAD_IK	left
38.197	0.117	BAD_IK	left
40.7305	0.0165	BAD_IK	left
41.0305	0.0335	BAD_IK	left
43.6805	0.05	BAD_IK	left
57.332	0.45	BAD_IK	left
57.832	0.0165	BAD_IK	left
