onset	duration	trial_type	side
0.0	46.4725	GraspPunchCloseFar	right
0.0	0.4	BAD_IK	right
1.6335	1.217	BAD_IK	right
5.434	0.4	BAD_IK	right
6.0005	1.0335	BAD_IK	right
12.4175	0.25	BAD_IK	right
19.085	0.4	BAD_IK	right
19.535	0.033	BAD_IK	right
21.2015	1.9335	BAD_IK	right
23.835	0.517	BAD_IK	right
26.852	0.1665	BAD_IK	right
27.2855	0.9335	BAD_IK	right
28.2855	0.0335	BAD_IK	right
29.669	0.0665	BAD_IK	right
33.4885	0.017	BAD_IK	right
33.5385	0.0835	BAD_IK	right
34.3385	0.667	BAD_IK	right
35.122	0.0165	BAD_IK	right
35.2555	0.0665	BAD_IK	right
38.729	0.267	BAD_IK	right
39.029	0.167	BAD_IK	right
39.2625	0.05	BAD_IK	right
39.429	0.017	BAD_IK	right
39.496	0.3165	BAD_IK	right
40.696	0.05	BAD_IK	right
40.7795	0.033	BAD_IK	right
41.146	0.2335	BAD_IK	right
42.4795	0.0165	BAD_IK	right
42.5625	0.0835	BAD_IK	right
42.696	0.0665	BAD_IK	right
44.2625	0.3165	BAD_IK	right
44.6125	0.0335	BAD_IK	right
45.7625	0.1	BAD_IK	right
45.9295	0.05	BAD_IK	right
