onset	duration	trial_type	side
0.0	57.509	ShakaVulcanPeace	left
7.684	0.3165	BAD_IK	left
11.451	0.233	BAD_IK	left
12.201	0.8	BAD_IK	left
13.534	0.367	BAD_IK	left
13.9845	0.0165	BAD_IK	left
15.8845	0.3835	BAD_IK	left
16.951	0.167	BAD_IK	left
17.2345	0.3335	BAD_IK	left
18.051	0.5335	BAD_IK	left
19.268	0.5	BAD_IK	left
20.5845	0.1505	BAD_IK	left
40.5455	0.5835	BAD_IK	left
42.079	0.117	BAD_IK	left
42.229	0.0835	BAD_IK	left
42.6125	0.1	BAD_IK	left
46.2445	0.2335	BAD_IK	left
47.061	0.367	BAD_IK	left
48.2945	0.9835	BAD_IK	left
49.311	0.217	BAD_IK	left
53.178	0.4	BAD_IK	left
54.0945	1.8335	BAD_IK	left
