onset	duration	trial_type	side
0.0	44.921	FastPongFronthandBackhandThrowing	left
0.0	0.1	BAD_IK	left
0.15	0.0835	BAD_IK	left
1.4	0.0335	BAD_IK	left
1.4665	0.017	BAD_IK	left
2.15	0.1835	BAD_IK	left
2.4	0.017	BAD_IK	left
4.2835	0.15	BAD_IK	left
4.4835	0.067	BAD_IK	left
9.5175	0.2	BAD_IK	left
10.9005	0.0835	BAD_IK	left
11.284	0.1	BAD_IK	left
14.401	0.0835	BAD_IK	left
14.551	0.05	BAD_IK	left
14.6345	0.033	BAD_IK	left
15.2675	0.1	BAD_IK	left
15.5175	0.017	BAD_IK	left
16.4345	0.0165	BAD_IK	left
20.318	0.0165	BAD_IK	left
21.118	0.15	BAD_IK	left
25.8685	0.0335	BAD_IK	left
27.202	0.0165	BAD_IK	left
30.702	0.067	BAD_IK	left
30.919	0.0165	BAD_IK	left
31.552	0.1335	BAD_IK	left
31.752	0.0335	BAD_IK	left
32.5525	0.05	BAD_IK	left
33.678	0.2335	BAD_IK	left
34.728	0.1335	BAD_IK	left
35.795	0.0665	BAD_IK	left
37.2095	0.017	BAD_IK	left
40.6095	0.0335	BAD_IK	left
40.693	0.0335	BAD_IK	left
40.9595	0.017	BAD_IK	left
43.6095	0.1	BAD_IK	left
43.7765	0.25	BAD_IK	left
