onset	duration	trial_type	side
0.0	82.4285	HandClawGraspFlicks	right
0.567	0.683	BAD_IK	right
1.3835	0.0335	BAD_IK	right
1.6335	0.75	BAD_IK	right
3.0005	0.533	BAD_IK	right
9.801	0.033	BAD_IK	right
11.0675	0.0165	BAD_IK	right
13.601	0.5835	BAD_IK	right
14.2345	0.0335	BAD_IK	right
14.951	0.5335	BAD_IK	right
16.0515	0.533	BAD_IK	right
16.6345	0.017	BAD_IK	right
17.3345	0.3835	BAD_IK	right
17.7845	0.067	BAD_IK	right
21.435	0.0165	BAD_IK	right
27.2855	0.15	BAD_IK	right
27.5185	1.0835	BAD_IK	right
28.6355	0.0165	BAD_IK	right
30.7355	0.317	BAD_IK	right
34.593	0.25	BAD_IK	right
34.943	0.1165	BAD_IK	right
37.95	0.0165	BAD_IK	right
38.05	0.3335	BAD_IK	right
40.2665	0.017	BAD_IK	right
40.7835	0.6	BAD_IK	right
41.45	0.3165	BAD_IK	right
41.9665	0.0835	BAD_IK	right
42.3665	1.067	BAD_IK	right
43.4835	0.4165	BAD_IK	right
43.95	0.05	BAD_IK	right
44.75	0.0665	BAD_IK	right
46.6	0.0335	BAD_IK	right
48.3665	0.017	BAD_IK	right
51.65	0.3165	BAD_IK	right
52.4335	0.0665	BAD_IK	right
52.5335	0.0165	BAD_IK	right
53.35	0.0165	BAD_IK	right
53.4165	0.017	BAD_IK	right
53.4665	0.0335	BAD_IK	right
54.4835	0.033	BAD_IK	right
54.7	0.1165	BAD_IK	right
55.0665	0.017	BAD_IK	right
56.1335	0.15	BAD_IK	right
56.3165	0.1	BAD_IK	right
56.6835	0.0165	BAD_IK	right
58.65	0.0165	BAD_IK	right
76.6715	0.05	BAD_IK	right
81.3885	0.033	BAD_IK	right
