onset	duration	trial_type	side
0.0	61.8635	ShakaVulcanPeace	right
0.0	0.033	BAD_IK	right
0.5665	0.6165	BAD_IK	right
1.55	0.0665	BAD_IK	right
1.683	3.5005	BAD_IK	right
6.017	0.6165	BAD_IK	right
8.9005	4.1	BAD_IK	right
13.434	3.017	BAD_IK	right
17.701	5.1335	BAD_IK	right
23.085	0.9165	BAD_IK	right
25.4685	0.8	BAD_IK	right
29.652	1.0665	BAD_IK	right
31.3685	0.117	BAD_IK	right
33.019	1.0715	BAD_IK	right
36.9595	1.017	BAD_IK	right
39.0265	0.8665	BAD_IK	right
41.043	0.4165	BAD_IK	right
41.493	0.2	BAD_IK	right
41.9265	0.0165	BAD_IK	right
42.5095	0.017	BAD_IK	right
42.643	0.5665	BAD_IK	right
43.711	1.083	BAD_IK	right
44.8275	0.2165	BAD_IK	right
45.0775	0.5665	BAD_IK	right
47.1775	0.7165	BAD_IK	right
48.094	0.367	BAD_IK	right
48.561	0.033	BAD_IK	right
49.211	0.733	BAD_IK	right
49.9945	0.2995	BAD_IK	right
50.344	0.0335	BAD_IK	right
50.494	0.017	BAD_IK	right
51.4775	0.1	BAD_IK	right
51.611	0.05	BAD_IK	right
52.594	0.2335	BAD_IK	right
53.494	1.017	BAD_IK	right
54.694	0.6835	BAD_IK	right
55.694	0.017	BAD_IK	right
58.044	0.2835	BAD_IK	right
61.611	0.133	BAD_IK	right
61.794	0.07	BAD_IK	right
