filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-90_ses-02_task-emg2pose_run-01_recording-left_emg.bdf		66.501	FingerWigglingSpreading	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-4_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-02_recording-right_emg.bdf		66.497	FingerWigglingSpreading	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-4_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-03_recording-left_emg.bdf		60.2175	FingerAbductionSeries	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-5_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-04_recording-right_emg.bdf		60.2135	FingerAbductionSeries	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-5_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-05_recording-right_emg.bdf		59.6645	WristFlexionAbduction	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-6_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-06_recording-left_emg.bdf		59.6605	WristFlexionAbduction	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-6_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-07_recording-right_emg.bdf		61.0725	FingerPinchesSingleFingerPinchesMultiple	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-7_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-08_recording-left_emg.bdf		61.0725	FingerPinchesSingleFingerPinchesMultiple	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-7_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-09_recording-right_emg.bdf		60.0765	FingerFreeform	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-8_right.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-10_recording-left_emg.bdf		60.0735	FingerFreeform	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-8_left.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-11_recording-right_emg.bdf		75.893	IndividualFingerPointingSnap	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-9_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-12_recording-left_emg.bdf		75.881	IndividualFingerPointingSnap	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-9_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-13_recording-left_emg.bdf		60.3005	HandClawGraspFlicks	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-10_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-14_recording-right_emg.bdf		60.2965	HandClawGraspFlicks	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-10_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-15_recording-left_emg.bdf		61.2245	ShakaVulcanPeace	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-11_left.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-16_recording-right_emg.bdf		61.2165	ShakaVulcanPeace	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-11_right.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-17_recording-left_emg.bdf		63.073	HookEmHornsOKScissors	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-12_left.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-18_recording-right_emg.bdf		63.077	HookEmHornsOKScissors	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-12_right.hdf5	test	stage
emg/sub-90_ses-02_task-emg2pose_run-19_recording-left_emg.bdf		241.321	TwoHandedFreeStyle	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-13_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-20_recording-right_emg.bdf		241.321	TwoHandedFreeStyle	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-13_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-21_recording-left_emg.bdf		44.2605	OneHandedFreeStyle	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-14_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-22_recording-right_emg.bdf		44.2565	unconstrained	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-14_right.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-23_recording-left_emg.bdf		48.225	unconstrained	left	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-15_left.hdf5	train	none
emg/sub-90_ses-02_task-emg2pose_run-24_recording-right_emg.bdf		48.229	OneHandedFreeStyle	right	2022-07-25-1658736000-5584b-cv-emg-pose-train@2-recording-15_right.hdf5	train	none
