onset	duration	trial_type	side
0.0	238.541	TwoHandedFreeStyle	right
0.0	0.05	BAD_IK	right
0.3	0.3165	BAD_IK	right
4.717	0.2165	BAD_IK	right
12.2675	0.0165	BAD_IK	right
12.7675	0.1665	BAD_IK	right
12.9675	0.7335	BAD_IK	right
13.951	0.3665	BAD_IK	right
42.8565	0.05	BAD_IK	right
42.94	0.0665	BAD_IK	right
43.04	0.3665	BAD_IK	right
43.4395	0.3	BAD_IK	right
50.1065	0.2335	BAD_IK	right
51.29	0.2165	BAD_IK	right
87.141	0.417	BAD_IK	right
90.0245	0.1835	BAD_IK	right
101.008	0.25	BAD_IK	right
113.358	0.7165	BAD_IK	right
130.3245	0.1	BAD_IK	right
150.2745	0.0665	BAD_IK	right
165.558	0.083	BAD_IK	right
166.3745	0.4165	BAD_IK	right
167.241	0.117	BAD_IK	right
168.058	0.433	BAD_IK	right
169.358	0.2165	BAD_IK	right
169.608	0.2	BAD_IK	right
192.9415	0.533	BAD_IK	right
194.958	0.0165	BAD_IK	right
196.958	0.0665	BAD_IK	right
197.0745	0.317	BAD_IK	right
201.058	0.7665	BAD_IK	right
202.158	2.1835	BAD_IK	right
214.4915	0.6665	BAD_IK	right
215.758	0.75	BAD_IK	right
216.8915	0.1665	BAD_IK	right
217.858	0.1835	BAD_IK	right
