onset	duration	trial_type	side
0.0	45.061	unconstrained	left
0.0	0.0335	BAD_IK	left
2.2	3.2335	BAD_IK	left
5.5505	0.4	BAD_IK	left
12.5675	0.1165	BAD_IK	left
14.4345	0.0165	BAD_IK	left
15.4175	0.1835	BAD_IK	left
16.5345	0.5	BAD_IK	left
17.151	0.0335	BAD_IK	left
17.6345	0.0665	BAD_IK	left
18.3845	0.367	BAD_IK	left
18.8015	0.0665	BAD_IK	left
18.968	0.2	BAD_IK	left
19.2515	0.633	BAD_IK	left
19.968	0.5835	BAD_IK	left
20.5845	0.1005	BAD_IK	left
20.718	0.017	BAD_IK	left
20.885	0.283	BAD_IK	left
21.2015	0.1835	BAD_IK	left
21.418	0.2	BAD_IK	left
21.768	0.267	BAD_IK	left
22.118	0.15	BAD_IK	left
22.3015	0.6	BAD_IK	left
22.9685	1.3165	BAD_IK	left
24.4185	0.3	BAD_IK	left
24.7515	0.167	BAD_IK	left
24.9515	0.017	BAD_IK	left
25.0185	0.033	BAD_IK	left
25.085	0.35	BAD_IK	left
25.552	0.05	BAD_IK	left
25.635	0.1835	BAD_IK	left
25.852	0.2165	BAD_IK	left
26.1185	0.2665	BAD_IK	left
26.4185	0.6165	BAD_IK	left
27.102	0.1	BAD_IK	left
27.3185	2.6835	BAD_IK	left
30.052	0.067	BAD_IK	left
30.219	0.15	BAD_IK	left
30.4355	0.1335	BAD_IK	left
30.619	0.033	BAD_IK	left
30.6855	0.1165	BAD_IK	left
30.902	0.1335	BAD_IK	left
31.0855	0.0835	BAD_IK	left
31.252	0.0335	BAD_IK	left
31.319	0.033	BAD_IK	left
31.4855	0.0665	BAD_IK	left
31.6355	0.15	BAD_IK	left
31.819	0.183	BAD_IK	left
32.119	0.0165	BAD_IK	left
32.1855	0.017	BAD_IK	left
32.2355	0.0835	BAD_IK	left
32.3525	0.033	BAD_IK	left
32.4855	0.017	BAD_IK	left
32.5525	0.429	BAD_IK	left
33.065	0.0165	BAD_IK	left
33.298	0.267	BAD_IK	left
33.598	0.1	BAD_IK	left
33.765	0.0165	BAD_IK	left
33.815	0.1	BAD_IK	left
34.098	0.45	BAD_IK	left
34.598	0.1	BAD_IK	left
34.7315	0.05	BAD_IK	left
34.848	0.017	BAD_IK	left
34.915	0.083	BAD_IK	left
35.1815	0.8835	BAD_IK	left
36.265	0.017	BAD_IK	left
36.7985	0.1335	BAD_IK	left
37.432	0.5665	BAD_IK	left
38.4485	0.75	BAD_IK	left
39.55	0.15	BAD_IK	left
39.783	0.7	BAD_IK	left
40.55	0.133	BAD_IK	left
40.75	0.083	BAD_IK	left
40.95	0.1	BAD_IK	left
41.15	0.333	BAD_IK	left
41.533	0.117	BAD_IK	left
41.75	0.15	BAD_IK	left
41.95	0.083	BAD_IK	left
42.1165	0.0335	BAD_IK	left
42.233	0.2	BAD_IK	left
42.6165	0.0165	BAD_IK	left
42.7	0.033	BAD_IK	left
42.9	0.283	BAD_IK	left
43.3	0.033	BAD_IK	left
43.433	0.017	BAD_IK	left
43.5165	0.1165	BAD_IK	left
43.7	0.35	BAD_IK	left
44.433	0.0335	BAD_IK	left
44.5665	0.0835	BAD_IK	left
44.833	0.1165	BAD_IK	left
