onset	duration	trial_type	side
0.0	65.9245	CountingUpDownFaceSideAway	left
0.0	1.767	BAD_IK	left
3.217	0.85	BAD_IK	left
7.3175	0.033	BAD_IK	left
7.4675	0.1665	BAD_IK	left
9.1505	0.9505	BAD_IK	left
10.184	0.0835	BAD_IK	left
14.651	3.0835	BAD_IK	left
17.8515	1.1	BAD_IK	left
19.035	3.8	BAD_IK	left
23.9685	0.1665	BAD_IK	left
25.1685	0.6	BAD_IK	left
27.569	0.15	BAD_IK	left
27.769	0.233	BAD_IK	left
31.9025	0.5	BAD_IK	left
32.486	1.511	BAD_IK	left
35.2135	0.2335	BAD_IK	left
35.913	1.235	BAD_IK	left
37.415	0.0835	BAD_IK	left
37.5315	1.619	BAD_IK	left
42.3655	0.733	BAD_IK	left
43.1485	2.3335	BAD_IK	left
45.6165	0.5665	BAD_IK	left
46.233	0.3665	BAD_IK	left
46.683	1.1165	BAD_IK	left
47.983	10.2835	BAD_IK	left
59.85	0.333	BAD_IK	left
63.833	2.092	BAD_IK	left
