onset	duration	trial_type	side
0.0	45.6205	HandOverHandCountingUpDownFingerWigglingSpreading	right
0.2	2.117	BAD_IK	right
2.5505	0.183	BAD_IK	right
4.017	0.3165	BAD_IK	right
4.4335	1.267	BAD_IK	right
7.6675	0.3165	BAD_IK	right
8.184	0.3665	BAD_IK	right
8.6505	1.2505	BAD_IK	right
9.951	0.45	BAD_IK	right
11.7845	0.35	BAD_IK	right
12.2175	0.4335	BAD_IK	right
12.7345	0.7165	BAD_IK	right
18.5515	0.25	BAD_IK	right
19.4015	1.1665	BAD_IK	right
21.8185	8.767	BAD_IK	right
32.319	1.7295	BAD_IK	right
35.315	0.9665	BAD_IK	right
