onset	duration	trial_type	side
0.0	239.6165	TwoHandedFreeStyle	right
7.5175	0.0165	BAD_IK	right
10.701	0.083	BAD_IK	right
10.884	0.0835	BAD_IK	right
26.5685	0.017	BAD_IK	right
36.5975	0.25	BAD_IK	right
36.8805	0.0835	BAD_IK	right
37.214	0.3165	BAD_IK	right
37.564	0.0165	BAD_IK	right
37.614	0.0165	BAD_IK	right
39.514	0.0335	BAD_IK	right
39.8475	0.0665	BAD_IK	right
41.7805	0.067	BAD_IK	right
43.982	0.0165	BAD_IK	right
45.0485	0.45	BAD_IK	right
45.7985	0.267	BAD_IK	right
48.582	0.05	BAD_IK	right
52.0985	0.25	BAD_IK	right
52.4655	0.0665	BAD_IK	right
52.6485	0.417	BAD_IK	right
53.0985	0.017	BAD_IK	right
57.6985	0.2	BAD_IK	right
66.2155	1.3165	BAD_IK	right
77.3485	0.017	BAD_IK	right
107.7155	0.3	BAD_IK	right
108.0655	0.2165	BAD_IK	right
108.3485	0.2335	BAD_IK	right
109.432	0.0335	BAD_IK	right
112.382	0.5	BAD_IK	right
147.732	0.25	BAD_IK	right
148.182	0.2835	BAD_IK	right
152.849	0.1665	BAD_IK	right
153.332	0.417	BAD_IK	right
153.882	0.267	BAD_IK	right
154.432	0.35	BAD_IK	right
155.449	0.2	BAD_IK	right
156.1155	0.45	BAD_IK	right
156.849	0.05	BAD_IK	right
157.8155	0.1165	BAD_IK	right
186.3155	0.067	BAD_IK	right
200.6825	0.05	BAD_IK	right
208.0165	1.0835	BAD_IK	right
214.8835	0.633	BAD_IK	right
219.25	0.0835	BAD_IK	right
221.3335	0.0165	BAD_IK	right
238.45	0.0665	BAD_IK	right
