onset	duration	trial_type	side
0.0	44.7525	unconstrained	left
0.017	0.0665	BAD_IK	left
0.217	0.0165	BAD_IK	left
0.3	0.0335	BAD_IK	left
0.95	0.117	BAD_IK	left
3.1505	0.0165	BAD_IK	left
3.4835	0.067	BAD_IK	left
3.6505	0.033	BAD_IK	left
4.0835	0.1	BAD_IK	left
5.067	0.1335	BAD_IK	left
5.517	0.0835	BAD_IK	left
5.667	0.0335	BAD_IK	left
5.784	0.033	BAD_IK	left
5.8505	0.0335	BAD_IK	left
6.084	0.033	BAD_IK	left
6.484	0.0665	BAD_IK	left
6.634	0.033	BAD_IK	left
6.934	0.1	BAD_IK	left
7.2675	0.133	BAD_IK	left
7.4675	0.5165	BAD_IK	left
8.084	0.0835	BAD_IK	left
8.484	0.1335	BAD_IK	left
8.9675	0.2335	BAD_IK	left
9.634	0.0335	BAD_IK	left
9.751	1.0165	BAD_IK	left
10.884	0.017	BAD_IK	left
10.951	0.2	BAD_IK	left
11.4175	0.067	BAD_IK	left
12.051	0.05	BAD_IK	left
12.2175	0.267	BAD_IK	left
12.5345	0.0665	BAD_IK	left
12.7345	0.0165	BAD_IK	left
13.0345	0.0665	BAD_IK	left
13.1675	0.017	BAD_IK	left
13.2845	0.4	BAD_IK	left
13.801	0.1	BAD_IK	left
13.9345	0.2	BAD_IK	left
14.1845	0.3	BAD_IK	left
15.168	0.0165	BAD_IK	left
16.2015	0.0165	BAD_IK	left
17.1015	0.1	BAD_IK	left
17.468	0.0835	BAD_IK	left
18.1345	0.017	BAD_IK	left
18.4015	0.1	BAD_IK	left
19.1015	0.0165	BAD_IK	left
19.168	0.1	BAD_IK	left
19.768	0.2835	BAD_IK	left
20.135	0.033	BAD_IK	left
20.235	0.0165	BAD_IK	left
20.285	0.033	BAD_IK	left
20.7185	0.033	BAD_IK	left
20.8685	0.033	BAD_IK	left
21.785	0.2335	BAD_IK	left
22.1185	0.283	BAD_IK	left
22.5515	0.017	BAD_IK	left
22.6185	0.033	BAD_IK	left
22.8015	0.1	BAD_IK	left
22.9685	0.1335	BAD_IK	left
23.335	0.017	BAD_IK	left
23.7185	0.0165	BAD_IK	left
23.7685	0.0165	BAD_IK	left
23.835	0.0835	BAD_IK	left
23.9685	0.0165	BAD_IK	left
24.085	0.05	BAD_IK	left
24.202	0.0665	BAD_IK	left
24.3185	0.0665	BAD_IK	left
24.885	0.05	BAD_IK	left
24.985	0.267	BAD_IK	left
25.6855	0.1665	BAD_IK	left
25.8855	0.95	BAD_IK	left
26.9185	0.1	BAD_IK	left
27.0685	0.7835	BAD_IK	left
28.2355	0.2665	BAD_IK	left
28.619	0.2	BAD_IK	left
29.302	0.067	BAD_IK	left
29.5355	0.1	BAD_IK	left
29.8525	0.25	BAD_IK	left
30.7355	1.3	BAD_IK	left
32.0855	0.2505	BAD_IK	left
32.5525	0.05	BAD_IK	left
32.969	0.0335	BAD_IK	left
33.1025	0.1325	BAD_IK	left
33.299	0.1835	BAD_IK	left
33.949	0.017	BAD_IK	left
34.866	0.0665	BAD_IK	left
35.116	0.133	BAD_IK	left
35.399	0.0835	BAD_IK	left
35.949	0.017	BAD_IK	left
36.066	0.05	BAD_IK	left
36.349	0.1335	BAD_IK	left
37.2345	0.067	BAD_IK	left
37.868	0.05	BAD_IK	left
37.9515	0.0665	BAD_IK	left
38.0515	0.0165	BAD_IK	left
38.2015	0.0165	BAD_IK	left
38.2515	0.25	BAD_IK	left
38.6515	0.2	BAD_IK	left
39.0015	0.0665	BAD_IK	left
39.2845	0.3	BAD_IK	left
39.7015	0.033	BAD_IK	left
40.0835	0.0165	BAD_IK	left
40.4	0.1335	BAD_IK	left
40.6	0.0165	BAD_IK	left
40.65	0.05	BAD_IK	left
41.3	0.0165	BAD_IK	left
41.5835	0.0165	BAD_IK	left
41.6665	0.017	BAD_IK	left
42.0835	0.183	BAD_IK	left
42.4	0.05	BAD_IK	left
42.7	0.0165	BAD_IK	left
42.8	0.0835	BAD_IK	left
42.9665	0.0335	BAD_IK	left
43.0835	0.0665	BAD_IK	left
43.2	0.0165	BAD_IK	left
43.3165	0.05	BAD_IK	left
43.4835	0.05	BAD_IK	left
43.85	0.5665	BAD_IK	left
44.6665	0.05	BAD_IK	left
