onset	duration	trial_type	side
0.0	60.3405	FingerFreeform	right
0.0	0.4335	BAD_IK	right
0.617	0.3	BAD_IK	right
2.25	0.4335	BAD_IK	right
8.034	0.0165	BAD_IK	right
14.468	0.033	BAD_IK	right
15.101	0.1335	BAD_IK	right
15.518	0.1165	BAD_IK	right
19.568	0.0335	BAD_IK	right
19.868	0.267	BAD_IK	right
20.418	0.0335	BAD_IK	right
20.735	0.1165	BAD_IK	right
21.3015	0.05	BAD_IK	right
21.885	0.0165	BAD_IK	right
22.235	0.0335	BAD_IK	right
25.4685	0.05	BAD_IK	right
25.602	0.0165	BAD_IK	right
26.152	0.0335	BAD_IK	right
32.319	0.15	BAD_IK	right
33.534	0.083	BAD_IK	right
34.767	0.0335	BAD_IK	right
35.567	0.017	BAD_IK	right
40.2845	0.017	BAD_IK	right
42.5515	0.033	BAD_IK	right
47.618	0.0835	BAD_IK	right
48.0845	0.117	BAD_IK	right
55.2345	0.017	BAD_IK	right
56.968	0.05	BAD_IK	right
