onset	duration	trial_type	side
0.0	58.1325	HandClawGraspFlicks	left
0.0	0.0335	BAD_IK	left
20.8015	0.317	BAD_IK	left
24.335	0.017	BAD_IK	left
24.935	0.05	BAD_IK	left
25.552	0.05	BAD_IK	left
26.552	0.0165	BAD_IK	left
27.0355	0.1665	BAD_IK	left
28.102	0.417	BAD_IK	left
28.9855	0.0665	BAD_IK	left
29.0855	0.0335	BAD_IK	left
33.5225	0.317	BAD_IK	left
33.8895	0.1165	BAD_IK	left
34.7395	0.033	BAD_IK	left
34.9895	0.2665	BAD_IK	left
35.656	0.216	BAD_IK	left
35.9885	0.05	BAD_IK	left
37.0555	0.0165	BAD_IK	left
37.672	0.3835	BAD_IK	left
39.44	0.1165	BAD_IK	left
40.0735	0.45	BAD_IK	left
