filename	acq_time	duration	stage	side	source_file
emg/sub-04_ses-02_task-emg2pose_run-01_recording-left_emg.bdf	n/a	61.529	TwoHandedFreeStyle	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-1_left.hdf5
emg/sub-04_ses-02_task-emg2pose_run-02_recording-right_emg.bdf	n/a	61.505	TwoHandedFreeStyle	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-1_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-03_recording-right_emg.bdf	n/a	49.149	unconstrained	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-2_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-04_recording-left_emg.bdf	n/a	49.157	IndexPinchesMiddlePinchesThumbswipes	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-2_left.hdf5
emg/sub-04_ses-02_task-emg2pose_run-05_recording-left_emg.bdf	n/a	48.605	unconstrained	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-3_left.hdf5
emg/sub-04_ses-02_task-emg2pose_run-06_recording-right_emg.bdf	n/a	48.581	IndexPinchesMiddlePinchesThumbswipes	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-3_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-07_recording-left_emg.bdf	n/a	46.9685	DoorknobFingerGraspFistGrab	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-4_left.hdf5
emg/sub-04_ses-02_task-emg2pose_run-08_recording-right_emg.bdf	n/a	46.9725	unconstrained	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-4_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-09_recording-left_emg.bdf	n/a	48.5095	unconstrained	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-5_left.hdf5
emg/sub-04_ses-02_task-emg2pose_run-10_recording-right_emg.bdf	n/a	48.5135	DoorknobFingerGraspFistGrab	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-5_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-11_recording-right_emg.bdf	n/a	47.565	unconstrained	right	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-6_right.hdf5
emg/sub-04_ses-02_task-emg2pose_run-12_recording-left_emg.bdf	n/a	47.473	FastPongFronthandBackhandThrowing	left	2022-04-13-1649836800-62d94-cv-emg-pose-demonstration@2-recording-6_left.hdf5
