onset	duration	trial_type	side
0.0	43.6725	GraspPunchCloseFar	right
0.0	0.35	BAD_IK	right
8.934	0.0165	BAD_IK	right
9.784	0.617	BAD_IK	right
23.085	0.55	BAD_IK	right
24.802	0.4165	BAD_IK	right
25.8355	0.1	BAD_IK	right
26.7855	0.3165	BAD_IK	right
29.552	0.1335	BAD_IK	right
29.719	0.0165	BAD_IK	right
29.769	0.1665	BAD_IK	right
33.234	0.067	BAD_IK	right
33.551	0.1	BAD_IK	right
36.0845	0.1335	BAD_IK	right
37.0015	1.0	BAD_IK	right
39.368	0.0165	BAD_IK	right
39.418	0.1665	BAD_IK	right
40.701	0.1835	BAD_IK	right
42.1345	0.15	BAD_IK	right
42.618	0.2165	BAD_IK	right
43.4015	0.0665	BAD_IK	right
