onset	duration	trial_type	side
0.0	43.241	FastPongFronthandBackhandThrowing	right
0.0	0.1335	BAD_IK	right
0.1665	0.267	BAD_IK	right
0.55	0.0665	BAD_IK	right
0.6835	0.283	BAD_IK	right
1.0335	0.033	BAD_IK	right
1.1	0.0165	BAD_IK	right
1.6835	0.4165	BAD_IK	right
2.75	0.517	BAD_IK	right
4.1835	0.1165	BAD_IK	right
5.1505	0.033	BAD_IK	right
5.217	0.0165	BAD_IK	right
5.9335	0.2	BAD_IK	right
6.167	0.0335	BAD_IK	right
6.2335	0.0835	BAD_IK	right
6.6505	0.1	BAD_IK	right
6.8005	0.0835	BAD_IK	right
6.917	0.267	BAD_IK	right
7.767	0.05	BAD_IK	right
7.884	0.1	BAD_IK	right
8.017	0.217	BAD_IK	right
9.1505	0.067	BAD_IK	right
9.2505	0.0835	BAD_IK	right
9.834	0.45	BAD_IK	right
10.6005	0.017	BAD_IK	right
10.784	0.25	BAD_IK	right
11.0675	0.083	BAD_IK	right
12.251	0.183	BAD_IK	right
13.284	0.117	BAD_IK	right
13.7175	0.067	BAD_IK	right
13.901	0.0165	BAD_IK	right
13.951	0.0165	BAD_IK	right
14.0345	0.0165	BAD_IK	right
14.101	0.25	BAD_IK	right
14.3845	0.083	BAD_IK	right
15.001	0.3835	BAD_IK	right
16.568	0.1	BAD_IK	right
16.701	0.017	BAD_IK	right
17.718	0.0165	BAD_IK	right
18.5345	0.1335	BAD_IK	right
18.7015	0.233	BAD_IK	right
19.2845	0.05	BAD_IK	right
19.4515	0.1	BAD_IK	right
19.5845	0.2	BAD_IK	right
20.2015	0.05	BAD_IK	right
20.3345	0.217	BAD_IK	right
20.618	0.05	BAD_IK	right
21.7515	0.1165	BAD_IK	right
22.518	0.2835	BAD_IK	right
22.868	0.017	BAD_IK	right
23.9185	0.3	BAD_IK	right
25.302	0.25	BAD_IK	right
25.602	0.0665	BAD_IK	right
26.452	0.333	BAD_IK	right
26.852	0.0165	BAD_IK	right
27.652	0.4	BAD_IK	right
28.1185	0.017	BAD_IK	right
29.0185	0.35	BAD_IK	right
29.452	0.05	BAD_IK	right
30.252	0.267	BAD_IK	right
30.7855	0.0165	BAD_IK	right
31.619	0.5335	BAD_IK	right
32.1855	0.017	BAD_IK	right
32.2355	0.017	BAD_IK	right
32.2855	0.0335	BAD_IK	right
33.202	0.4	BAD_IK	right
33.702	0.033	BAD_IK	right
34.4685	0.5335	BAD_IK	right
35.0685	0.1335	BAD_IK	right
36.136	0.3	BAD_IK	right
36.536	0.0165	BAD_IK	right
36.586	0.0165	BAD_IK	right
37.736	0.05	BAD_IK	right
37.869	0.0835	BAD_IK	right
38.019	0.0335	BAD_IK	right
38.6525	0.4	BAD_IK	right
39.086	0.0665	BAD_IK	right
39.186	0.033	BAD_IK	right
40.069	0.25	BAD_IK	right
40.5525	0.0335	BAD_IK	right
41.519	0.3835	BAD_IK	right
41.936	0.0165	BAD_IK	right
43.186	0.033	BAD_IK	right
