filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-119_ses-04_task-emg2pose_run-01_recording-left_emg.bdf		64.921	ThumbsUpDownThumbRotationsCWCCWP	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-1_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-02_recording-right_emg.bdf		64.913	ThumbsUpDownThumbRotationsCWCCWP	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-1_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-03_recording-right_emg.bdf		58.065	CountingUpDownFaceSideAway	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-2_right.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-04_recording-left_emg.bdf		58.077	CountingUpDownFaceSideAway	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-2_left.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-05_recording-right_emg.bdf		57.433	ThumbsSwipesWholeHand	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-3_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-06_recording-left_emg.bdf		57.437	ThumbsSwipesWholeHand	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-3_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-07_recording-right_emg.bdf		58.7285	FingerWigglingSpreading	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-4_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-08_recording-left_emg.bdf		58.7325	FingerWigglingSpreading	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-4_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-09_recording-right_emg.bdf		60.289	FingerAbductionSeries	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-5_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-10_recording-left_emg.bdf		60.297	FingerAbductionSeries	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-5_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-11_recording-right_emg.bdf		62.4085	WristFlexionAbduction	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-6_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-12_recording-left_emg.bdf		62.4125	WristFlexionAbduction	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-6_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-13_recording-right_emg.bdf		58.6815	FingerPinchesSingleFingerPinchesMultiple	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-7_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-14_recording-left_emg.bdf		58.6685	FingerPinchesSingleFingerPinchesMultiple	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-7_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-15_recording-right_emg.bdf		58.6255	FingerFreeform	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-8_right.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-16_recording-left_emg.bdf		58.6295	FingerFreeform	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-8_left.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-17_recording-left_emg.bdf		58.7055	IndividualFingerPointingSnap	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-9_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-18_recording-right_emg.bdf		58.7055	IndividualFingerPointingSnap	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-9_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-19_recording-right_emg.bdf		61.9925	HandClawGraspFlicks	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-10_right.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-20_recording-left_emg.bdf		61.9885	HandClawGraspFlicks	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-10_left.hdf5	train	none
emg/sub-119_ses-04_task-emg2pose_run-21_recording-right_emg.bdf		58.913	ShakaVulcanPeace	right	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-11_right.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-22_recording-left_emg.bdf		58.905	ShakaVulcanPeace	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-11_left.hdf5	test	stage
emg/sub-119_ses-04_task-emg2pose_run-23_recording-left_emg.bdf		58.457	HookEmHornsOKScissors	left	2022-12-02-1669968000-d5ee2-cv-emg-pose-train@2-recording-12_left.hdf5	test	stage
