onset	duration	trial_type	side
0.0	59.1215	FingerFreeform	right
0.0	0.25	BAD_IK	right
0.65	0.2	BAD_IK	right
1.0	1.7	BAD_IK	right
3.85	3.3835	BAD_IK	right
7.5005	0.2	BAD_IK	right
7.767	0.2835	BAD_IK	right
8.517	1.367	BAD_IK	right
9.9505	0.0165	BAD_IK	right
10.1005	0.3665	BAD_IK	right
10.567	0.3335	BAD_IK	right
10.984	0.45	BAD_IK	right
12.8505	0.3335	BAD_IK	right
13.2675	1.55	BAD_IK	right
16.1675	0.367	BAD_IK	right
16.8845	0.0165	BAD_IK	right
16.9675	0.717	BAD_IK	right
17.9845	1.1665	BAD_IK	right
19.318	0.15	BAD_IK	right
19.518	1.5835	BAD_IK	right
24.7515	0.0665	BAD_IK	right
24.8515	0.0165	BAD_IK	right
25.185	1.65	BAD_IK	right
27.0015	0.4335	BAD_IK	right
28.785	1.0335	BAD_IK	right
30.1855	4.4095	BAD_IK	right
34.9115	1.501	BAD_IK	right
37.3455	1.167	BAD_IK	right
38.679	1.4165	BAD_IK	right
40.279	0.5165	BAD_IK	right
41.429	0.0335	BAD_IK	right
41.6125	0.1165	BAD_IK	right
41.929	0.3165	BAD_IK	right
42.8125	0.7165	BAD_IK	right
43.629	0.5	BAD_IK	right
44.3955	0.4835	BAD_IK	right
44.929	2.533	BAD_IK	right
47.679	0.0665	BAD_IK	right
48.612	1.567	BAD_IK	right
50.479	0.3835	BAD_IK	right
51.2125	1.683	BAD_IK	right
53.179	0.4	BAD_IK	right
54.0455	2.3335	BAD_IK	right
56.6955	0.017	BAD_IK	right
57.7955	0.067	BAD_IK	right
58.3455	0.7765	BAD_IK	right
