onset	duration	trial_type	side
0.0	64.6325	ThumbsUpDownThumbRotationsCWCCWP	right
0.0	4.417	BAD_IK	right
8.1505	0.917	BAD_IK	right
9.6175	0.2835	BAD_IK	right
10.1175	0.1835	BAD_IK	right
11.134	1.0335	BAD_IK	right
12.2345	0.183	BAD_IK	right
12.451	0.05	BAD_IK	right
12.5675	0.15	BAD_IK	right
13.301	0.2835	BAD_IK	right
14.518	0.083	BAD_IK	right
18.0515	0.183	BAD_IK	right
19.968	1.3005	BAD_IK	right
21.9015	1.2005	BAD_IK	right
23.8185	0.5835	BAD_IK	right
25.085	0.6505	BAD_IK	right
26.6185	0.4335	BAD_IK	right
29.702	0.467	BAD_IK	right
30.4355	0.9335	BAD_IK	right
33.1995	0.3335	BAD_IK	right
52.1845	1.3165	BAD_IK	right
59.4515	1.733	BAD_IK	right
