onset	duration	trial_type	side
0.0	44.389	unconstrained	right
0.85	0.1165	BAD_IK	right
6.267	0.0165	BAD_IK	right
7.1005	0.0335	BAD_IK	right
7.367	0.067	BAD_IK	right
11.784	0.017	BAD_IK	right
12.251	0.0665	BAD_IK	right
14.6345	0.0665	BAD_IK	right
22.668	0.25	BAD_IK	right
24.235	0.4165	BAD_IK	right
25.2185	0.0165	BAD_IK	right
29.8185	0.2005	BAD_IK	right
31.4355	0.4	BAD_IK	right
31.9355	0.0835	BAD_IK	right
32.3355	0.2335	BAD_IK	right
32.6	1.331	BAD_IK	right
34.3145	0.083	BAD_IK	right
34.6975	0.0335	BAD_IK	right
34.8645	0.133	BAD_IK	right
44.264	0.05	BAD_IK	right
