onset	duration	trial_type	side
0.0	46.5235	unconstrained	left
0.0	5.25	BAD_IK	left
5.417	2.0165	BAD_IK	left
8.717	0.6335	BAD_IK	left
9.4505	0.6	BAD_IK	left
10.1505	0.4835	BAD_IK	left
11.017	4.9005	BAD_IK	left
17.051	4.017	BAD_IK	left
21.6345	1.0335	BAD_IK	left
22.7015	0.0165	BAD_IK	left
23.735	0.3665	BAD_IK	left
25.085	0.9835	BAD_IK	left
27.1185	1.3335	BAD_IK	left
28.785	0.617	BAD_IK	left
30.4855	0.133	BAD_IK	left
31.7355	2.8015	BAD_IK	left
34.6035	0.2835	BAD_IK	left
35.9535	1.167	BAD_IK	left
38.9205	5.4665	BAD_IK	left
45.1035	0.667	BAD_IK	left
