onset	duration	trial_type	side
0.0	57.1525	HandOverHandCountingUpDownFingerWigglingSpreading	right
0.0	0.3	BAD_IK	right
2.217	0.1835	BAD_IK	right
2.667	0.2835	BAD_IK	right
4.784	0.0165	BAD_IK	right
9.334	0.05	BAD_IK	right
11.8845	0.1665	BAD_IK	right
12.5175	0.017	BAD_IK	right
14.0345	0.05	BAD_IK	right
14.301	0.167	BAD_IK	right
17.6015	0.0165	BAD_IK	right
17.8845	0.117	BAD_IK	right
29.719	0.4335	BAD_IK	right
30.2025	0.383	BAD_IK	right
33.2865	0.15	BAD_IK	right
34.7535	0.1	BAD_IK	right
45.804	0.1665	BAD_IK	right
50.704	0.0165	BAD_IK	right
