filename	acq_time	duration	stage	side	source_file	split	generalization
emg/sub-08_ses-02_task-emg2pose_run-01_recording-left_emg.bdf		62.655	ThumbsUpDownThumbRotationsCWCCWP	left	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-1_left.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-02_recording-right_emg.bdf		62.659	ThumbsUpDownThumbRotationsCWCCWP	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-1_right.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-03_recording-right_emg.bdf		65.6975	CountingUpDownFaceSideAway	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-2_right.hdf5	test	user_stage
emg/sub-08_ses-02_task-emg2pose_run-04_recording-left_emg.bdf		65.7055	CountingUpDownFaceSideAway	left	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-2_left.hdf5	test	user_stage
emg/sub-08_ses-02_task-emg2pose_run-05_recording-right_emg.bdf		61.7885	ThumbsSwipesWholeHand	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-3_right.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-06_recording-left_emg.bdf		61.7845	ThumbsSwipesWholeHand	left	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-3_left.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-07_recording-right_emg.bdf		61.845	FingerWigglingSpreading	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-4_right.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-08_recording-left_emg.bdf		61.849	FingerWigglingSpreading	left	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-4_left.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-09_recording-right_emg.bdf		79.0205	FingerAbductionSeries	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-5_right.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-10_recording-left_emg.bdf		79.0125	FingerAbductionSeries	left	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-5_left.hdf5	test	user
emg/sub-08_ses-02_task-emg2pose_run-11_recording-right_emg.bdf		59.921	WristFlexionAbduction	right	2022-08-31-1661932800-77b85-cv-emg-pose-train@2-recording-6_right.hdf5	test	user
