onset	duration	trial_type	side
0.0	59.089	WristFlexionAbduction	left
5.0335	0.0835	BAD_IK	left
5.1835	0.117	BAD_IK	left
5.9505	0.183	BAD_IK	left
7.0005	0.3665	BAD_IK	left
7.9505	0.2835	BAD_IK	left
9.2005	0.0835	BAD_IK	left
10.2005	0.45	BAD_IK	left
11.0675	3.9835	BAD_IK	left
17.568	0.25	BAD_IK	left
17.868	0.2665	BAD_IK	left
18.518	0.4835	BAD_IK	left
22.8515	0.3	BAD_IK	left
23.7015	0.417	BAD_IK	left
35.2825	0.4165	BAD_IK	left
35.7325	0.0165	BAD_IK	left
36.1665	0.3335	BAD_IK	left
37.0165	0.2165	BAD_IK	left
44.6	0.25	BAD_IK	left
45.533	0.15	BAD_IK	left
47.833	0.9335	BAD_IK	left
57.35	0.233	BAD_IK	left
58.3	0.433	BAD_IK	left
58.9665	0.123	BAD_IK	left
