onset	duration	trial_type	side
0.0	237.5495	TwoHandedFreeStyle	left
0.0	0.3	BAD_IK	left
1.8	0.0665	BAD_IK	left
2.6	0.05	BAD_IK	left
3.6165	0.05	BAD_IK	left
3.9165	0.017	BAD_IK	left
4.3	0.367	BAD_IK	left
4.7335	0.1	BAD_IK	left
6.2	0.2835	BAD_IK	left
8.1005	0.083	BAD_IK	left
8.217	1.417	BAD_IK	left
12.134	0.0335	BAD_IK	left
12.5005	0.517	BAD_IK	left
13.334	0.6	BAD_IK	left
16.301	0.1335	BAD_IK	left
17.051	0.0665	BAD_IK	left
19.118	0.05	BAD_IK	left
20.118	0.0665	BAD_IK	left
22.5845	0.4005	BAD_IK	left
23.0515	0.2835	BAD_IK	left
23.4515	0.3	BAD_IK	left
23.818	0.017	BAD_IK	left
24.418	0.617	BAD_IK	left
26.2515	0.1835	BAD_IK	left
26.5185	0.283	BAD_IK	left
26.9685	0.1165	BAD_IK	left
28.452	0.133	BAD_IK	left
29.152	0.183	BAD_IK	left
29.835	0.1505	BAD_IK	left
30.0185	0.017	BAD_IK	left
30.402	0.05	BAD_IK	left
31.002	0.2165	BAD_IK	left
31.702	0.1335	BAD_IK	left
32.981	0.1	BAD_IK	left
38.7805	0.2685	BAD_IK	left
39.216	0.017	BAD_IK	left
39.2995	0.0335	BAD_IK	left
39.3665	0.0165	BAD_IK	left
39.7665	0.0665	BAD_IK	left
40.3995	0.0335	BAD_IK	left
45.933	0.15	BAD_IK	left
46.2495	0.0835	BAD_IK	left
46.9665	0.0165	BAD_IK	left
51.3495	0.2335	BAD_IK	left
52.0665	0.0165	BAD_IK	left
52.533	0.0835	BAD_IK	left
52.9995	0.0335	BAD_IK	left
53.4995	0.05	BAD_IK	left
53.7165	0.2	BAD_IK	left
53.9495	0.15	BAD_IK	left
55.7165	0.15	BAD_IK	left
59.833	0.0165	BAD_IK	left
59.883	0.0835	BAD_IK	left
60.033	0.0165	BAD_IK	left
60.083	0.1165	BAD_IK	left
60.233	0.0835	BAD_IK	left
60.4995	0.1335	BAD_IK	left
60.683	0.0165	BAD_IK	left
60.733	0.2	BAD_IK	left
61.083	0.2165	BAD_IK	left
63.783	0.2835	BAD_IK	left
64.1665	0.05	BAD_IK	left
64.5665	0.05	BAD_IK	left
65.7495	0.3	BAD_IK	left
66.683	0.1	BAD_IK	left
67.333	0.1	BAD_IK	left
70.9995	0.067	BAD_IK	left
74.7665	0.0665	BAD_IK	left
76.533	0.0335	BAD_IK	left
77.083	0.0665	BAD_IK	left
